junction	orig_count	orig_posterior	swapped_count	swapped_posterior	total_reads
chr14|PSMC6:53187908|PSMC6:53187578|rev|+	2	0.969739609306	2	0.969336271973	2
chr8|TCEA1:54906227|TCEA1:54923052|rev|-	2	0.754162151687	2	0.94673773039	2
chr6|TNFRSF21:47251673|TNFRSF21:47254331|rev|-	7	0.999993877993	16	0.999967449547	22
chr11|DENND5A:9191402|DENND5A:9229179|rev|-	1	0.793832916534	0	0	1
chrX|DOCK11:117724265|DOCK11:117718697|rev|+	2	0.984211529098	1	0.682398666204	3
chr22|EP300:41536261|EP300:41521867|rev|+	1	0.852739137791	0	0	1
chr1|UBR4:19495928|UBR4:19501527|rev|-	1	0.660745640059	1	0.410293398162	2
chr6|PHACTR2:144128270|PHACTR2:144086397|rev|+	1	0.914007846945	0	0	1
chr4|KIAA1109:123179998|KIAA1109:123170639|rev|+	0	0.0	1	0.82219765582	1
chr17|PAFAH1B1:2579900|PAFAH1B1:2568665|rev|+	2	0.973767261432	0	0	2
chr7|TAF6:99709350|TAF6:99710540|rev|-	0	0.0	1	0.865085211692	1
chr15|TIPIN:66641397|TIPIN:66641775|rev|-	0	0.0	1	0.874129393904	1
chr15|GABPB1:50592985|GABPB1:50595320|rev|-	1	0.785771558279	1	0.749166690915	2
chr19|MYO9B:17302028|MYO9B:17296729|rev|+	0	0.0	1	0.814490392038	1
chr1|CACHD1:65107652|CACHD1:65095037|rev|+	2	0.979377687421	0	0	2
chr17|SYNRG:35913216|LOC284100:36214127|rev|-	0	0.0	1	8.55927088889e-06	1
chr3|STAG1:136136726|STAG1:136221621|rev|-	1	0.829565889347	1	0.865085211692	1
chr19|UHRF1:4947223|UHRF1:4941539|rev|+	1	0.823035119017	0	0	1
chr10|FBXW4:103427642|FBXW4:103436193|rev|-	9	0.999993846581	8	0.798655445701	14
chr11|SSRP1:57095185|SSRP1:57097903|rev|-	0	0.0	1	0.000461670052917	1
chr10|ANKRD26:27355415|ANKRD26:27368090|rev|-	0	0.0	1	0.851072335742	1
chr2|ANKRD36:97808405|ANKRD36:97783800|rev|+	1	0.00905386267222	0	0	1
chr8|AZIN1:103850971|AZIN1:103855975|rev|-	1	0.852571733314	1	0.916376766845	2
chr11|ARHGEF12:120348235|ARHGEF12:120346048|rev|+	1	0.793832916534	0	0	1
chr16|CLEC16A:11097162|CLEC16A:11096930|dup|+	1	0.899551977259	0	0	1
chr19|SEMA6B:4554987|PLIN3:4839545|rev|-	0	0.0	1	1.85305392867e-05	1
chr2|CRIM1:36764689|CRIM1:36749234|rev|+	0	0.0	1	0.854724151272	1
chr10|BMS1P4:75464743|BMS1P4:75482335|rev|-	1	0.812916117441	2	0.980945810409	3
chr1|EVI5:93070863|EVI5:93073284|rev|-	0	0.0	1	0.882017213964	1
chr4|KIAA1109:123210347|KIAA1109:123200929|rev|+	0	0.0	2	0.974217873428	2
chr4|GAB1:144361535|GAB1:144336629|rev|+	0	0.0	1	0.900570897039	1
chr14|HIF1A:62201003|HIF1A:62187099|rev|+	1	0.852571733314	0	0	1
chr16|VPS35:46708225|VPS35:46711310|rev|-	3	0.971582245503	3	0.991281222544	6
chr2|TMEM194B:191379178|TMEM194B:191390104|rev|-	0	0.0	2	0.242678714547	2
chr12|MAPKAPK5:112321572|MAPKAPK5:112321384|dup|+	2	0.987700603547	2	0.990843374564	4
chr12|MAPKAPK5:112308984|MAPKAPK5:112303053|rev|+	1	0.801591938894	1	0.00765726780078	1
chr10|WDR37:1126416|WDR37:1125950|rev|+	2	0.970505544765	3	0.987644315242	5
chr8|ATAD2:124346117|ATAD2:124348772|rev|-	1	0.89590265167	2	0.986445550429	3
chr4|LCORL:17963525|LCORL:17974508|rev|-	1	0.785771558279	2	0.89919806701	3
chr1|ZC3H11A:203809502|ZC3H11A:203802918|rev|+	0	0.0	1	0.806371714385	1
chr19|KDM4B:5047680|KDM4B:5032876|rev|+	0	0.0	1	0.375428709959	1
chr6|ASCC3:101073067|ASCC3:101086697|rev|-	1	0.852571733314	0	0	1
chr3|GMPS:155643155|GMPS:155621651|rev|+	1	0.801591938894	0	0	1
chr17|RPS6KB1:58013902|RPS6KB1:57987922|rev|+	1	0.0336112137628	0	0	1
chr14|BAZ1A:35331249|BAZ1A:35331528|dup|-	4	0.996599147792	3	0.998883485218	7
chr3|GBE1:81691931|GBE1:81754764|rev|-	2	0.964514632986	1	0.874129393904	3
chr16|UQCRC2:21987564|UQCRC2:21979948|rev|+	0	0.0	1	0.897900628011	1
chr22|EWSR1:29683123|EWSR1:29682911|dup|+	1	0.823035119017	0	0	1
chr12|TCTN2:124177270|TCTN2:124172597|rev|+	1	0.801591938894	0	0	1
chr11|CBL:119103405|CBL:119103157|dup|+	1	0.911835888274	1	0.769837793624	1
chr2|USP34:61505299|USP34:61505578|rev|-	0	0.0	1	0.691452548159	1
chr8|PTK2:141749116|PTK2:141762415|rev|-	2	0.939542353392	1	0.501995525051	3
chr7|OGDH:44741214|OGDH:44739739|rev|+	1	0.879367739629	0	0	1
chr9|ZNF510:99537069|ZNF510:99538527|rev|-	0	0.0	1	0.806374431798	1
chr2|C2orf43:20974569|C2orf43:20990158|rev|-	2	0.989905895519	1	0.885588091234	3
chr5|SEC24A:134053863|SEC24A:134039448|rev|+	1	0.899538199343	1	0.643548233586	1
chr1|PHACTR4:28800663|PHACTR4:28800065|dup|+	1	0.835785786759	1	0.882016184354	2
chr5|MCC:112399680|MCC:112421007|rev|-	1	0.891706793545	0	0	1
chr9|CLTA:36204176|RECK:36100327|rev|+	0	0.0	1	1.20859862351e-05	1
chr16|PDPR:70163025|PDPR:70162686|rev|+	0	0.0	1	0.715451796979	1
chr3|TOPBP1:133327378|TOPBP1:133368787|rev|-	2	0.812065668037	0	0	2
chr1|EYA3:28362054|EYA3:28374937|rev|-	1	0.90828141033	1	0.72000039333	1
chr11|RNF214:117150975|RNF214:117150623|rev|+	1	0.841693729467	2	0.967374545377	2
chr21|MRPL39:26961146|MRPL39:26973779|rev|-	0	0.0	1	0.865085211692	1
chr4|NFKB1:103488292|NFKB1:103455001|rev|+	1	0.829565889347	0	0	1
chr17|SMURF2:62557617|SMURF2:62559084|rev|-	3	0.991362739379	4	0.999743416112	7
chr7|EXOC4:133692588|EXOC4:133682244|rev|+	0	0.0	1	0.842889852484	1
chr1|KIAA0907:155896466|KIAA0907:155896947|rev|-	1	0.0266727635122	0	0	1
chr12|TCTN2:124163836|TCTN2:124158161|rev|+	1	0.893881376966	0	0	1
chr6|DEK:18256591|DEK:18258636|rev|-	1	0.865702866132	2	0.871563036325	3
chr6|UBE3D:83667030|UBE3D:83763957|rev|-	1	0.425184604589	1	0.463323656816	1
chr7|PODXL:131193709|PODXL:131196192|rev|-	0	0.0	2	0.98580996228	2
chr9|HSDL2:115181238|HSDL2:115166274|rev|+	0	0.0	2	0.925973443075	2
chr1|PRDM2:14109326|PRDM2:14104912|dup|+	3	0.996578620592	2	0.988403575203	4
chr7|SEPT7:35913385|SEPT7:35903161|rev|+	1	0.802661946897	1	0.885588091234	1
chr2|BIRC6:32679010|BIRC6:32664575|rev|+	1	0.91293910376	2	0.893622045522	2
chr8|VPS37A:17143936|VPS37A:17125766|rev|+	3	0.971193770995	4	0.996769047207	5
chr11|MED17:93527201|MED17:93523739|rev|+	2	0.97853400548	0	0	2
chr14|POMT2:77762506|POMT2:77772784|rev|-	0	0.0	1	0.888941075424	1
chr8|ZFAT:135521861|ZFAT:135533244|rev|-	0	0.0	2	0.682584889656	2
chr11|STT3A:125478184|STT3A:125472197|rev|+	0	0.0	1	0.869765172019	1
chr7|FAM185A:102427916|FAM185A:102412855|rev|+	1	0.386370456535	1	0.419804809789	1
chr14|STRN3:31371741|STRN3:31382863|rev|-	1	0.831482549604	1	0.865090014353	1
chr1|NPHP4:6021853|NPHP4:6046387|rev|-	0	0.0	1	0.779576850361	1
chr12|TPI1:6978554|TPI1:6978421|dup|+	1	0.88936059249	0	0	1
chr1|PKN2:89287686|PKN2:89251786|rev|+	1	0.823035119017	0	0	1
chr3|ANO10:43591211|ANO10:43602894|rev|-	1	0.897785088316	1	0.897898054527	1
chr22|TBC1D22A:47308084|TBC1D22A:47274548|rev|+	1	0.857542727791	0	0	1
chr17|ABR:986759|ABR:1003975|rev|-	0	0.0	1	0.788916961693	1
chr14|NEK9:75576387|NEK9:75577074|rev|-	1	0.884076218987	2	0.00585541766587	2
chr1|CTH:70890099|CTH:70883619|rev|+	0	0.0	1	0.854724151272	1
chr6|TIAM2:155486543|TIAM2:155485548|rev|+	0	0.0	1	0.282382956975	1
chr7|ZNF3:99672757|ZNF3:99673253|rev|-	1	0.867669032209	2	0.972283455189	2
chr11|MMP27:102567101|MMP1:102663469|rev|-	0	0.0	1	0.00241120406865	1
chr2|ACTR2:65492309|ACTR2:65473657|rev|+	2	0.988501812331	3	0.998985229283	5
chr7|PUS7:105131986|PUS7:105148991|rev|-	1	0.890290965796	0	0	1
chr17|RABEP1:5266311|RABEP1:5250084|rev|+	1	0.732730943991	0	0	1
chr16|CREBBP:3799627|CREBBP:3808973|rev|-	2	0.968501199294	1	0.8855836659	3
chr12|TMEM194A:57463016|TMEM194A:57466695|rev|-	2	0.450063674313	1	0.183509262117	3
chr18|ALPK2:56171162|ALPK2:56184414|rev|-	1	0.841693729467	0	0	1
chr12|BCAT1:24982756|BCAT1:24989530|rev|-	2	0.0424441470614	0	0	2
chr2|RANBP2:109389502|RANBP2:109388156|rev|+	5	0.53727242932	2	0.836812440408	6
chr7|MLL5:104731761|MLL5:104707173|rev|+	0	0.0	1	0.779578628468	1
chr17|NPLOC4:79571573|NPLOC4:79575848|rev|-	0	0.0	1	0.848998232385	1
chr9|C9orf114:131588300|C9orf114:131588908|rev|-	0	0.0	1	0.8620784054	1
chr10|ARHGAP12:32128564|ARHGAP12:32143134|rev|-	0	0.0	1	0.791829701429	1
chr19|AKT2:40761064|AKT2:40771258|rev|-	1	0.874380373311	1	0.836394034779	2
chr10|KIF20B:91479463|KIF20B:91478466|rev|+	1	0.852571733314	0	0	1
chr3|POLQ:121251836|POLQ:121260326|rev|-	1	0.696365416921	1	0.797849608044	2
chr8|RUNX1T1:92982885|RUNX1T1:92988201|rev|-	1	0.891706793545	0	0	1
chr11|ATM:108138069|ATM:108098321|rev|+	2	0.96242584023	1	0.869765172019	3
chr17|NF1:29554624|NF1:29550461|rev|+	2	0.985465513072	1	0.865085211692	3
chr12|ATP2B1:89996819|ATP2B1:90005149|rev|-	0	0.0	1	0.749166690915	1
chr10|HERC4:69748419|HERC4:69773943|rev|-	2	0.856701142733	4	0.990814074458	5
chr9|CDK5RAP2:123280704|CDK5RAP2:123330666|rev|-	1	0.705999446066	1	0.920183996235	1
chr2|TLK1:171862656|TLK1:171871458|rev|-	0	0.0	1	0.610623454451	1
chr5|TTC37:94852849|PCSK1:95761634|rev|-	1	1.54653258525e-06	0	0	1
chr10|SEC24C:75506762|SEC24C:75506387|rev|+	1	0.897787664764	0	0	1
chr15|MYO5A:52708341|MYO5A:52725482|rev|-	0	0.0	1	0.82219765582	1
chr19|DNMT1:10270333|DNMT1:10271094|rev|-	0	0.0	2	0.980945810409	2
chr18|RTTN:67788791|RTTN:67795782|rev|-	1	0.88936059249	2	0.944791760138	2
chr7|CNOT4:135122905|CNOT4:135123171|dup|-	0	0.0	1	0.540123803027	1
chr4|C4orf21:113530534|C4orf21:113541346|rev|-	1	0.549210731766	0	0	1
chr1|NVL:224481968|NVL:224514166|rev|-	1	0.91293910376	2	0.914082931383	2
chr4|HTT:3109150|HTT:3088665|rev|+	8	0.999995195144	8	0.999829889804	15
chr16|CNOT1:58592376|CNOT1:58594266|rev|-	1	0.901209571478	0	0	1
chr17|VMP1:57816308|VMP1:57808781|rev|+	11	0.999999982791	16	0.999999999997	21
chr7|LUC7L2:139092096|LUC7L2:139083344|rev|+	1	0.334188565875	0	0	1
chr13|NAA16:41905505|NAA16:41890981|rev|+	2	0.965834273156	2	0.979464453861	2
chr5|ADAMTS16:5222997|ADAMTS16:5182156|rev|+	13	0.999999999444	7	0.999993290478	19
chr8|NCOA2:71071739|NCOA2:71075089|rev|-	1	0.857542727791	5	0.99995888052	6
chr2|CRIM1:36669878|CRIM1:36668400|rev|+	14	0.999999993639	14	0.000101513252774	26
chr14|HIF1A:62188541|HIF1A:62187096|rev|+	2	0.981510776942	0	0	2
chr10|WAPAL:88277327|WAPAL:88277848|dup|-	1	0.823035119017	0	0	1
chr10|GBF1:104120152|GBF1:104119940|dup|+	1	0.877874555109	0	0	1
chr6|COL12A1:75892765|COL12A1:75904663|rev|-	1	0.847289050927	0	0	1
chr6|LINC00240:26936301|ABT1:26598492|rev|+	0	0.0	1	6.9299619452e-05	1
chr4|WDFY3:85611658|WDFY3:85630181|rev|-	0	0.0	2	0.991741441845	2
chr9|UBAP2:33948371|UBAP2:33956144|rev|-	3	0.984163446313	0	0	3
chr7|PILRB:99952863|PILRB:99952765|dup|+	0	0.0	1	0.872921976287	1
chr1|EPS15:51871576|EPS15:51874004|rev|-	1	0.793832916534	0	0	1
chr4|GSTCD:106746957|GSTCD:106744110|rev|+	1	0.86220434992	1	0.865090014353	1
chr15|SCAPER:76914104|SCAPER:76958130|rev|-	1	0.852571733314	0	0	1
chr17|KIAA0753:6498291|KIAA0753:6515468|rev|-	1	0.902772858685	0	0	1
chr8|PLEKHA2:38810885|PLEKHA2:38803641|rev|+	0	0.0	1	0.806374431798	1
chr1|CEP170:243362361|CEP170:243388623|rev|-	3	0.334702776528	2	0.983998696661	4
chr19|SIPA1L3:38610522|SIPA1L3:38609945|dup|+	1	0.527267761002	1	0.40163355951	1
chrX|LOC389906:3746546|LOC389906:3747433|dup|-	1	0.516755520013	1	0.55636748374	2
chr1|CNIH3:224872545|CNIH3:224868659|rev|+	0	0.0	1	0.600771428106	1
chr7|LUC7L2:139090533|LUC7L2:139086882|rev|+	1	0.809046531271	0	0	1
chr15|CYFIP1:22958342|CYFIP1:22954209|rev|+	0	0.0	1	0.882017213964	1
chr2|SP100:231339162|SP100:231307651|rev|+	1	0.852571733314	0	0	1
chr2|NDUFS1:207003208|NDUFS1:207007555|rev|-	1	0.870618166188	1	0.910144294517	2
chr3|FNDC3B:172025291|FNDC3B:171969049|rev|+	0	0.0	1	0.865090014353	1
chr16|COG7:23424768|COG7:23428442|rev|-	1	0.867669032209	1	0.8620784054	1
chr1|TRIM33:115005725|TRIM33:115007010|rev|-	3	0.997656671084	4	0.998147499805	5
chr3|ATR:142232342|ATR:142279296|rev|-	0	0.0	1	0.814490392038	1
chr5|DROSHA:31448653|DROSHA:31451747|rev|-	0	0.0	1	0.859120968047	1
chr9|RABGAP1:125752492|RABGAP1:125751575|rev|+	3	0.99668379941	2	0.992343421323	5
chr19|MYO9B:17273932|MYO9B:17270204|rev|+	0	0.0	1	0.486322521912	1
chr1|FAM73A:78280916|FAM73A:78267015|rev|+	2	0.965463023307	4	0.991807745118	5
chr17|UBE2G1:4186092|UBE2G1:4192703|rev|-	0	0.0	1	0.897900628011	1
chr11|ALG9:111680366|ALG9:111724459|rev|-	1	0.877874555109	0	0	1
chr16|CRISPLD2:84906728|CRISPLD2:84902456|rev|+	1	0.816194822371	0	0	1
chr4|INPP4B:143029245|INPP4B:143114348|rev|-	0	0.0	1	0.925472025193	1
chr12|ARNTL2:27523163|ARNTL2:27521194|rev|+	1	0.891706793545	1	0.854724151272	2
chr19|ANKRD27:33108494|ANKRD27:33134537|rev|-	1	0.829565889347	0	0	1
chr7|SEMA3C:80394470|SEMA3C:80440017|rev|-	1	0.823035119017	1	0.836394034779	1
chr1|AMY2A:104164515|AMY2B:104108056|rev|+	1	0.00252999867671	0	0	1
chr5|MAN2A1:109125228|MAN2A1:109117096|rev|+	2	0.954978075563	0	0	2
chr8|KHDRBS3:136619280|KHDRBS3:136554896|rev|+	1	0.496388092924	0	0	1
chr2|ANKRD36B:98124026|ANKRD36B:98132408|rev|-	1	0.0252001482898	1	0.117786017527	2
chr14|ZC3H14:89076147|ZC3H14:89041036|rev|+	0	0.0	1	0.892097807984	1
chr11|CLNS1A:77336007|CLNS1A:77336863|rev|-	7	0.999997036845	10	0.999999685999	14
chr18|SOGA2:8720494|SOGA2:8718421|rev|+	5	0.999959122666	6	0.999973873409	9
chr10|BMPR1A:88651986|BMPR1A:88649818|rev|+	0	0.0	1	0.859120968047	1
chr6|MAP3K5:137015277|MAP3K5:137019820|rev|-	14	0.99999999997	14	0.999999997841	20
chr2|MRPL30:99812219|MRPL30:99811213|rev|+	0	0.0	2	0.000788428900765	2
chr1|MACF1:39854330|MACF1:39835701|rev|+	1	0.905658798361	1	0.836394034779	1
chr14|KLHDC1:50196266|KLHDC1:50190591|rev|+	1	0.380383455052	1	0.906941292139	1
chr4|RFC1:39301640|RFC1:39304771|rev|-	1	0.897787664764	1	0.8620784054	1
chr3|SEC61A1:127779504|SEC61A1:127778944|rev|+	3	0.989173296345	0	0	3
chr10|KIF5B:32311067|KIF5B:32311964|rev|-	1	0.866560716593	0	0	1
chr7|ZNF12:6736969|ZNF12:6744854|rev|-	1	0.426731921593	0	0	1
chr21|BRWD1:40596333|BRWD1:40601362|rev|-	2	0.975094385999	1	0.759698699551	3
chr11|NUP98:3789810|NUP98:3797251|rev|-	0	0.0	3	0.994926997141	3
chr14|PPP2R5C:102372866|PPP2R5C:102368055|rev|+	0	0.0	1	5.36967083808e-05	1
chr17|NME1-NME2:49247410|NME1:49239088|rev|+	1	2.25291909341e-06	1	4.19302665804e-05	2
chr6|UTRN:144765518|UTRN:144758700|rev|+	0	0.0	1	0.829497790216	1
chr1|CNIH3:224922408|CNIH3:224918163|rev|+	3	0.997722699337	1	0.923761945656	3
chr2|NBEAL1:203922176|NBEAL1:203921149|rev|+	0	0.0	1	0.806374431798	1
chr5|MYO10:16779653|MYO10:16783578|rev|-	10	0.999999827739	2	0.001718843215	10
chr22|RPL3:39713465|RPL3:39714597|rev|-	1	0.91293910376	0	0	1
chr10|KIF5B:32306070|KIF5B:32308887|rev|-	1	0.891706793545	1	0.050231508737	2
chr7|ORC5:103801519|ORC5:103824619|rev|-	1	0.817105203354	0	0	1
chr10|CSGALNACT2:43659492|CSGALNACT2:43655941|rev|+	0	0.0	1	0.874129393904	1
chr7|MKLN1:131096142|MKLN1:131060182|rev|+	0	0.0	1	0.720150714709	1
chr7|CALU:128407709|CALU:128407509|dup|+	3	0.991749586913	2	0.692929268205	3
chr17|PPM1D:58701110|PPM1D:58700881|dup|+	1	0.862198678772	1	0.848992049732	1
chr1|RABGGTB:76255041|RABGGTB:76254843|dup|+	0	0.0	1	0.282382956975	1
chr7|MLL3:151960100|MLL3:151962294|rev|-	1	0.681378109324	0	0	1
chr10|CCSER2:86133571|CCSER2:86130769|rev|+	1	0.90828141033	2	0.991738784684	3
chr16|AMFR:56419830|NUDT21:56468741|rev|-	2	0.97314439159	0	0	2
chr11|DYNC2H1:103048549|DYNC2H1:103036626|rev|+	0	0.0	1	0.507306727091	1
chr7|SEMA3C:80418621|SEMA3C:80435074|rev|-	2	0.986664275924	2	0.646528026685	3
chr5|PRELID2:145144493|PRELID2:145205763|rev|-	2	0.98107971534	0	0	2
chr1|PBX1:164790863|PBX1:164776778|rev|+	1	0.886823581446	1	0.882017213964	2
chrX|CENPI:100403150|CENPI:100382126|rev|+	1	0.909511408035	1	0.685326294832	1
chr21|PKNOX1:44441541|PKNOX1:44424435|rev|+	1	0.473348575327	1	0.872921976287	1
chr15|EDC3:74963795|EDC3:74964115|dup|-	1	0.886823581446	0	0	1
chr9|MRRF:125054119|MRRF:125042721|rev|+	6	0.99999845201	4	0.995856469128	6
chr3|CHCHD6:126452065|CHCHD6:126445920|rev|+	1	0.874385584421	1	0.923761945656	2
chr1|RPL5:93303190|BRDT:92443724|rev|+	0	0.0	1	4.34765602606e-05	1
chr17|ACACA:35603741|ACACA:35609962|rev|-	1	0.847289050927	0	0	1
chr3|EIF4G1:184038510|EIF4G1:184035504|rev|+	0	0.0	1	0.873517510716	1
chr2|KDM3A:86707485|KDM3A:86701898|rev|+	3	0.998414058991	2	0.992532810236	3
chr13|SUPT20H:37614541|SUPT20H:37625720|rev|-	2	0.981982461406	3	0.973569056007	5
chr11|TRIM6:5624965|TRIM6:5624475|dup|+	1	0.648586330306	2	0.952826523632	3
chr8|FAM91A1:124812125|FAM91A1:124798734|rev|+	0	0.0	1	0.513972250249	1
chr3|MME:154836600|MME:154801946|rev|+	3	0.99456326603	2	0.980010723583	4
chr5|APC:112137080|APC:112090569|rev|+	1	0.899551977259	0	0	1
chr18|NPC1:21113318|NPC1:21119434|rev|-	1	0.831482549604	0	0	1
chr2|DIS3L2:232880381|DIS3L2:232879544|rev|+	1	0.905658798361	1	0.882017213964	1
chr11|AMOTL1:94564707|AMOTL1:94554695|rev|+	1	0.914007846945	0	0	1
chr4|SNX25:186185764|SNX25:186168447|rev|+	0	0.0	1	0.806374431798	1
chr1|DNAJC16:15890854|DNAJC16:15862969|rev|+	0	0.0	1	0.869764051443	1
chr3|GSK3B:119720892|GSK3B:119721086|dup|-	3	0.998789784231	1	0.788916961693	3
chr4|TBCK:107092251|TBCK:107133992|rev|-	0	0.0	1	0.797849608044	1
chr7|NUPL2:23224917|NUPL2:23224688|dup|+	2	0.985155028604	0	0	2
chr6|HLA-L:30227861|HLA-A:29911044|rev|+	1	6.08049264766e-05	0	0	1
chr14|PAPOLA:96994343|PAPOLA:96986391|rev|+	0	0.0	1	0.127628566716	1
chr3|KIF15:44822414|KIF15:44816745|rev|+	1	0.857542727791	1	0.0383465257191	1
chr3|PPARG:12458653|PPARG:12447380|rev|+	1	0.773399736495	0	0	1
chr2|LTBP1:33540336|LTBP1:33359859|rev|+	0	0.0	1	0.882017213964	1
chr3|PRKCI:170016898|PRKCI:170002248|rev|+	0	0.0	1	0.779578628468	1
chr20|ASXL1:30956926|ASXL1:30954186|rev|+	78	1.0	73	1.0	110
chr7|DAGLB:6472467|DAGLB:6474651|rev|-	0	0.0	1	0.788916961693	1
chrY|UTY:15447442|UTY:15448215|dup|-	1	0.91293910376	0	0	1
chr6|FAM120B:170657411|FAM120B:170626457|rev|+	0	0.0	1	0.700091327576	1
chr5|WDR70:37703189|WDR70:37697756|rev|+	0	0.0	2	0.925973674731	2
chr10|NT5C2:104850692|NT5C2:104861083|rev|-	0	0.0	1	0.55636748374	1
chr7|BAZ1B:72883846|BAZ1B:72884813|rev|-	1	0.847289050927	0	0	1
chr15|HERC1:64066892|HERC1:64067848|dup|-	4	0.997297871501	3	0.134454626715	7
chr17|ZNF652:47388673|ZNF652:47389404|rev|-	1	0.863624871165	3	0.954334093659	4
chr3|ATP6V1A:113508687|ATP6V1A:113505078|rev|+	0	0.0	1	0.84899695273	1
chr20|XRN2:21338430|XRN2:21306916|rev|+	1	0.397312605982	0	0	1
chr5|GPBP1:56527148|GPBP1:56526672|rev|+	2	0.981508724955	2	0.971231479001	3
chr14|TRAF3:103342862|TRAF3:103336521|rev|+	3	0.998701633668	1	0.769837793624	4
chr6|RANBP9:13639794|RANBP9:13644961|rev|-	2	0.981641778355	2	0.929669395056	3
chr8|WHSC1L1:38186895|WHSC1L1:38205733|rev|-	0	0.0	2	0.974217873428	2
chr6|FIG4:110107652|FIG4:110064312|rev|+	1	0.91293910376	0	0	1
chr1|ST7L:113119607|ST7L:113143470|rev|-	2	0.967222947494	1	0.788916961693	3
chr7|BZW2:16729531|BZW2:16705061|rev|+	1	0.829472147969	0	0	1
chr6|SENP6:76369123|SENP6:76357446|rev|+	0	0.0	1	0.759698699551	1
chr5|ALDH7A1:125906473|ALDH7A1:125919704|rev|-	0	0.0	1	0.759698699551	1
chr17|RPS6KB1:58003943|RPS6KB1:57987922|rev|+	1	0.886823581446	1	0.86008266735	2
chr14|MTHFD1:64905890|MTHFD1:64898249|rev|+	1	0.89590265167	1	0.797849608044	1
chr1|GATAD2B:153784206|GATAD2B:153800824|rev|-	1	0.857542727791	1	0.918312243039	1
chr1|ZMYM1:35576048|ZMYM1:35559514|rev|+	1	0.785771558279	0	0	1
chr19|TGFB1:41847787|TGFB1:41848152|rev|-	2	0.985186669118	1	0.814490392038	2
chr2|ATAD2B:24086250|ATAD2B:24086425|dup|-	1	0.904252755033	1	0.907905998307	2
chr13|PDS5B:33334858|PDS5B:33327469|rev|+	1	0.904252755033	1	0.914373519543	1
chrX|SEPT6:118763280|SEPT6:118787003|rev|-	0	0.0	1	0.841039849482	1
chr1|CDC42:22413359|CDC42:22404921|rev|+	1	0.816194822371	0	0	1
chr11|CD44:35229753|CD44:35218292|rev|+	0	0.0	1	0.398778313143	1
chr9|HINT2:35813441|HINT2:35813546|dup|-	1	0.801591938894	0	0	1
chr4|SEC31A:83795763|SEC31A:83803093|rev|-	0	0.0	3	0.954022069274	3
