junction	orig_count	orig_posterior	swapped_count	swapped_posterior	total_reads
chr3|AP2M1:183901879|AP2M1:183898629|rev|+	1	1.08029081606e-05	0	0	1
chr9|PHF2:96415647|FAM120A:96318663|rev|+	0	0.0	1	3.93398777707e-09	1
chr11|SLC22A18:2943433|CD81:2418033|rev|+	0	0.0	1	8.07620316695e-13	1
chr2|ALPI:233322409|ALPP:233245129|rev|+	0	0.0	6	4.12349847581e-63	6
chr5|PDE4D:58284319|PDE4D:58289292|rev|-	1	0.986740445701	0	0	1
chr19|GPI:34893318|LSM14A:34718269|rev|+	2	6.88598325275e-18	0	0	2
chr17|HOXB6:46681841|HOXB6:46682334|rev|-	1	4.35601309986e-11	0	0	1
chr2|ARPC2:219119071|ARPC2:219090642|rev|+	1	4.59106589946e-08	0	0	1
chr8|VPS13B:100050794|VPS13B:100050650|dup|+	0	0.0	1	0.989838139027	1
chr20|ASXL1:30956926|ASXL1:30954186|rev|+	1	0.987648739779	0	0	1
chr2|ALPI:233322842|ALPP:233245549|rev|+	0	0.0	3	3.20046722554e-22	3
chr19|REEP6:1497924|MUM1:1376517|rev|+	1	4.85985385211e-07	0	0	1
chr9|FKBP15:115927799|HDHD3:116138341|rev|-	1	2.94883185428e-09	0	0	1
chr6|HLA-J:29977144|HLA-A:29913227|rev|+	0	0.0	10	8.40858363858e-50	10
chr1|RPL22:6252989|ICMT:6285322|rev|-	1	0.988119924334	0	0	1
chr6|HLA-A:29912393|HLA-H:29858040|rev|+	34	1.14799642299e-85	3	4.16576414724e-14	38
chr19|SYDE1:15220208|TECR:14674017|rev|+	1	2.72996506938e-09	0	0	1
chr6|HLA-H:29856519|HLA-G:29797194|rev|+	3	2.298838523e-26	3	2.61556611901e-30	3
chr1|GON4L:155731980|C1orf85:156264356|rev|-	0	0.0	1	2.71458750053e-12	1
chr3|MUC13:124624288|HEG1:124692749|rev|-	4	2.46267938572e-34	0	0	4
chr6|SLC35B2:44221837|AARS2:44269201|rev|-	2	2.20684777168e-20	0	0	2
chr11|TMX2:57508445|OR5AK4P:56805008|rev|+	1	5.69825234438e-11	0	0	1
chr7|CCDC136:128447599|SND1:127714553|rev|+	1	0.988116432714	0	0	1
chr5|FLT4:180050934|GNB2L1:180669345|rev|-	0	0.0	1	1.04482897141e-10	1
chr5|SLC6A19:1201967|SDHA:256448|rev|+	0	0.0	1	2.67996514906e-12	1
chr12|GAPDH:6647162|LTBR:6495512|rev|+	1	5.69825234438e-11	0	0	1
chr22|SMCR7L:39907443|APOBEC3B:39380079|rev|+	1	2.62411570183e-09	0	0	1
chr7|GLCCI1:8128709|LOC729852:7916911|rev|+	1	3.13713929655e-10	0	0	1
chrX|FLNA:153578016|FLNA:153581825|rev|-	0	0.0	1	1.06263010489e-10	1
chr12|ATXN2:111890017|HECTD4:112685354|rev|-	3	7.31326072315e-29	0	0	3
chr16|CCDC113:58293838|MMP15:58078910|rev|+	0	0.0	1	3.50289492092e-10	1
chr14|ARHGEF40:21550637|ARHGEF40:21543490|rev|+	0	0.0	1	4.88766127562e-11	1
chr2|CPS1:211460306|CPS1:211459231|rev|+	1	0.987449009607	0	0	1
chr14|VASH1:77229473|ESRRB:76948358|rev|+	1	5.69825234438e-11	0	0	1
chr11|NADSYN1:71212581|SHANK2-AS1:70477198|rev|+	1	5.69825234438e-11	0	0	1
chr8|CEBPD:48649475|PRKDC:48719887|rev|-	0	0.0	1	8.0000273311e-13	1
chr11|PC:66615996|CLCF1:67141206|rev|-	1	2.72996506938e-09	0	0	1
chr14|DYNC1H1:102508625|DYNC1H1:102471098|rev|+	0	0.0	1	2.69260023346e-12	1
chr22|TMEM191C:21823823|TMEM191A:21058598|rev|+	0	0.0	1	0.000278397657013	1
chrX|FLNA:153594675|G6PD:153760305|rev|-	0	0.0	1	8.19141379877e-11	1
chr9|CDC26:116029289|HDHD3:116138341|rev|-	1	0.0973365744172	0	0	1
chr5|GOLPH3:32124823|ZFR:32395410|rev|-	1	1.40421251935e-09	0	0	1
chr5|TPPP:693392|BRD9:880004|rev|-	1	6.19528273205e-06	1	7.03827176473e-13	1
chr8|LAPTM4B:98864830|MTDH:98698895|rev|+	1	6.82071940842e-09	0	0	1
chr7|INTS1:1516429|TMEM184A:1595120|rev|-	0	0.0	1	1.03421608137e-10	1
chr3|TRIM59:160153290|TRIM59:160166583|rev|-	1	2.62411570183e-09	0	0	1
chr2|NMI:152126981|NEB:152563511|rev|-	1	3.75871946867e-09	0	0	1
chr10|ECHS1:135175986|SYCE1:135372455|rev|-	2	4.27425895664e-18	0	0	2
chr11|TMEM132A:60704631|MS4A14:60163486|rev|+	1	7.56737257151e-11	0	0	1
chr3|FBXL2:33415196|CNOT10:32814948|rev|+	0	0.0	1	7.96824554166e-13	1
chr3|RNF13:149589941|RNF13:149563797|rev|+	0	0.0	1	0.505613405767	1
chr17|KANSL1:44171925|ARL17A:44430296|rev|-	1	0.249410439093	3	0.00756131245686	3
chr2|CGREF1:27333540|GTF3C2:27552390|rev|-	0	0.0	1	0.378892562436	1
chr2|DNER:230222344|SP110:231048356|rev|-	1	4.02566443566e-10	0	0	1
chr5|NHP2:177576464|AGXT2L2:177638971|rev|-	1	1.42934818586e-10	0	0	1
chr4|RNF4:2472836|WHSC1:1902352|rev|+	0	0.0	1	8.11054904729e-13	1
chr1|TM2D1:62146718|DOCK7:63097076|rev|-	1	4.40275323887e-08	0	0	1
chr7|AGR2:16840774|AGR2:16841427|rev|-	0	0.0	2	2.46654673684e-23	2
chr10|ADD3:111882050|RNU6-53:110930439|rev|+	1	9.8247955973e-05	0	0	1
chr21|ADARB1:46548488|AIRE:45709539|rev|+	1	2.62411570183e-09	0	0	1
chr6|BAG6:31606804|VARS:31760078|rev|-	1	2.5739476518e-09	0	0	1
chr19|SBNO2:1147307|SBNO2:1154401|rev|-	1	0.987587387402	0	0	1
chr2|AAMP:219128851|RNF25:219530953|rev|-	1	2.52073680138e-09	0	0	1
chrX|SLC25A43:118544325|WDR44:117578322|rev|+	1	5.69825234438e-11	0	0	1
chr13|KLF5:73651676|PIBF1:73491213|rev|+	1	4.5267695406e-11	0	0	1
chr20|MGME1:17971762|MGME1:17950443|rev|+	1	1.1925898058e-09	0	0	1
chr7|MAD1L1:2188786|MAD1L1:2259091|rev|-	0	0.0	1	0.989300833342	1
chr20|TP53INP2:33301237|ITCH:33045194|rev|+	1	5.69825234438e-11	0	0	1
chr2|ALPPL2:233272478|ALPP:233244473|rev|+	3	3.33083175279e-10	1	0.181204541629	4
chr12|PRR13:53837557|PRR13:53836478|rev|+	1	0.2498049521	0	0	1
chr2|ALPPL2:233274158|ALPP:233246206|rev|+	0	0.0	2	3.25077942346e-18	2
chrX|PIM2:48772296|OTUD5:48780572|rev|-	0	0.0	1	1.03421608137e-10	1
chr8|UBR5:103299660|UBR5:103300494|rev|-	1	0.95796212272	0	0	1
chr1|SLC25A44:156164038|RAB25:156035701|rev|+	3	0.999997645811	4	0.999999988969	6
chr13|COL4A1:110866272|COL4A1:110866362|dup|-	2	0.999834492788	1	0.735027047682	2
chrX|CSAG3:151928200|CSAG1:151909138|rev|+	6	7.23317242718e-05	36	4.33923907305e-286	37
chr1|ZCCHC17:31837780|ZCCHC17:31836878|dup|+	1	1.04876869825e-09	0	0	1
chr12|HNRNPA1P10:54678663|HOXC4:54447660|rev|+	1	2.62411570183e-09	0	0	1
chr5|RNF44:175959366|MXD3:176739292|rev|-	1	3.72361723007e-10	0	0	1
chr11|ATG2A:64680737|RNASEH2C:65487280|rev|-	0	0.0	1	7.96824554166e-13	1
chr17|SGK494:26940457|MYO18A:27442858|rev|-	0	0.0	1	3.96069846773e-09	1
chr17|GABARAP:7144660|AURKB:8110685|rev|-	0	0.0	1	1.73717676858e-10	1
chr19|RPL13A:49995564|CCDC155:49913009|rev|+	0	0.0	1	3.46599717917e-12	1
chr2|ANKRD36:97879184|ANKRD36:97860581|rev|+	0	0.0	1	6.02455883411e-08	1
chr17|TAF15:34136580|AP2B1:34009713|rev|+	0	0.0	1	0.987634986752	1
chr1|BCL9:147098015|PDIA3P:146649429|rev|+	1	5.69825234438e-11	0	0	1
chrX|ATRX:76907603|ATRX:76920267|rev|-	2	0.999819459942	2	0.99989126911	2
chr3|DAG1:49526178|ARIH2:49005966|rev|+	0	0.0	2	3.82385599625e-15	2
chr2|SLC20A1:113421400|TMEM87B:112832488|rev|+	1	9.69088221705e-10	0	0	1
chr1|GBAP1:155186174|GBA:155206260|rev|-	0	0.0	1	3.30443338748e-05	1
chr11|CORO1B:67209203|C11orf24:68035719|rev|-	0	0.0	1	1.04482897141e-10	1
chr19|MUC16:9012467|MUC16:9017518|rev|-	0	0.0	1	0.000774871357565	1
chr7|HERPUD2:35672269|AOAH:36616262|rev|-	1	8.0223582161e-10	0	0	1
chr1|UQCRH:46782447|NASP:46079964|rev|+	1	1.6642314485e-10	0	0	1
chr12|CDK2:56366568|OR2AP1:55968198|rev|+	1	9.92909696568e-11	0	0	1
chr6|RRP36:42997337|RRP36:42994915|rev|+	1	1.54410643696e-10	0	0	1
chr16|ZNF747:30545517|ZNF764:30567428|rev|-	4	6.01867195227e-18	3	4.16194407578e-16	5
chr22|SMTN:31487833|TUG1:31371155|rev|+	0	0.0	1	7.96824554166e-13	1
chrX|PNMA5:152160621|BCAP31:152966430|rev|-	0	0.0	1	3.93398777707e-09	1
chr1|NBPF1:16891301|NBPF1:16893846|rev|-	1	0.200574177628	5	0.998913223063	6
chr8|MROH5:142489306|TSNARE1:143382005|rev|-	0	0.0	1	1.97660441012e-08	1
chr16|PRMT7:68391169|CTCF:67645853|rev|+	1	6.5643846578e-10	0	0	1
chr22|RRP7A:42912016|RRP7B:42973104|rev|-	7	0.0358356160137	3	0.189863848999	10
chr7|ST7:116759774|MET:116418829|rev|+	0	0.0	1	1.03421608137e-10	1
chr1|EPHA2:16464769|CROCCP3:16811401|rev|-	1	7.28054782967e-11	0	0	1
chr8|KIF13B:29023178|TMEM66:29924434|rev|-	0	0.0	1	8.0000273311e-13	1
chr1|CR2:207647668|CR2:207646116|rev|+	0	0.0	1	6.53677731833e-08	1
chr16|MT1X:56717142|MT1H:56704809|rev|+	1	9.43107016034e-08	0	0	1
chr19|FTL:49468866|BAX:49459454|rev|+	0	0.0	1	0.988282918743	1
chr9|PLIN2:19115758|PLIN2:19119829|rev|-	1	5.46270848368e-09	0	0	1
chr8|C8orf82:145751602|ARHGAP39:145838888|rev|-	2	9.54004240337e-12	0	0	2
chr10|PARG:51362800|TIMM23:51592619|rev|-	0	0.0	1	1.03421608137e-10	1
chr2|ALPI:233321405|ALPP:233244222|rev|+	0	0.0	2	1.74536589857e-13	2
chr9|FAM219A:34458234|VCP:35061176|rev|-	0	0.0	1	2.70414807268e-12	1
chr13|GPC5:92101176|GPC5:92101014|dup|+	1	0.987587387402	0	0	1
chr11|AASDHPPT:105969419|AASDHPPT:105965309|rev|+	1	2.62411570183e-09	0	0	1
chr21|DSCR3:38595725|DSCR4:39492502|rev|-	1	5.48284832483e-11	0	0	1
chr14|ZNF219:21558204|HNRNPC:21702388|rev|-	0	0.0	1	8.0000273311e-13	1
chr2|ALPI:233322842|ALPPL2:233273630|rev|+	0	0.0	7	1.9707505668e-47	7
chr11|PAAF1:73627705|PAAF1:73598398|rev|+	0	0.0	1	0.978465045177	1
chr1|WRAP73:3566494|TP73-AS1:3656951|rev|-	0	0.0	1	1.03421608137e-10	1
chr6|HLA-A:29910403|LOC554223:29760213|rev|+	1	1.23840398491e-10	1	2.607968739e-12	2
chr17|SAT2:7530460|HES7:8025355|rev|-	0	0.0	1	1.04482897141e-10	1
chr6|HLA-A:29910803|HLA-H:29856243|rev|+	2	3.16846344755e-17	0	0	2
chr5|CATSPER3:134305782|C5orf24:134190587|rev|+	0	0.0	1	1.04482897141e-10	1
chr9|ENDOG:131584955|DNM1:131010202|rev|+	1	5.64228168966e-05	0	0	1
chrX|GAGE2A:49358846|GAGE2E:49204806|rev|+	0	0.0	1	0.521475763505	1
chr5|ANKRD32:94022423|ANKRD32:94014512|rev|+	0	0.0	1	0.989980956464	1
chr3|WDR6:49053386|ARIH2:48964894|rev|+	1	2.62411570183e-09	0	0	1
chr19|SYMPK:46352007|AP2S1:47349399|rev|-	0	0.0	2	3.1798076988e-23	2
chr11|PRCP:82571018|PRCP:82571159|dup|-	1	0.982062741548	1	0.989300833342	1
chr22|APOBEC3G:39479889|APOBEC3A_B:39357391|rev|+	0	0.0	1	2.06695377918e-11	1
chr1|ATAD3B:1417994|ATAD3C:1389724|rev|+	1	0.00473272720852	0	0	1
chr6|HLA-L:30229256|HLA-A:29912276|rev|+	0	0.0	2	6.8162164539e-13	2
chr10|LOC399744:38736649|LOC399744:38734344|rev|+	0	0.0	1	0.00457022119257	1
chr6|RNF217:125366590|RNF217:125366356|dup|+	1	0.987473153008	0	0	1
chr17|SMYD4:1715264|SMYD4:1715409|dup|-	0	0.0	1	0.987971058096	1
chrX|RNF113A:119004494|NKAP:119070394|rev|-	1	1.76482763686e-09	0	0	1
chr16|MT1X:56717142|MT1F:56692984|rev|+	1	0.000284890918467	0	0	1
chr17|VMP1:57889147|CLTC:57721636|rev|+	0	0.0	1	1.02820325183e-10	1
chr19|ZNF433:12146351|ZNF20:12246710|rev|-	1	4.11952656394e-07	0	0	1
chr19|USHBP1:17370705|BST2:17514633|rev|-	0	0.0	1	1.17085262178e-11	1
chr1|LOC731275:243251011|LOC731275:243260601|rev|-	1	0.689041603201	1	0.19807803924	1
chr7|ESYT2:158523688|ESYT2:158540971|rev|-	1	2.52073680138e-09	0	0	1
chr12|KRT5:52913525|KRT8:53295856|rev|-	0	0.0	1	3.53815450726e-10	1
chr11|MAP4K2:64564453|EHD1:64622329|rev|-	0	0.0	1	3.48272466251e-10	1
chr7|FIS1:100882892|MYL10:101256990|rev|-	1	2.52073680138e-09	0	0	1
chr17|KIAA0100:26950777|KIAA0100:26951408|rev|-	2	0.999039480125	0	0	2
chr5|CANX:179146782|CANX:179146668|dup|+	1	0.98809304491	0	0	1
chr19|SSC5D:56011779|RPL28:55897717|rev|+	0	0.0	1	3.48272466251e-10	1
chr14|RBM23:23369853|AP1G2:24037279|rev|-	1	5.28970846102e-07	0	0	1
chr1|PAQR6:156217747|CRABP2:156670844|rev|-	0	0.0	1	1.17136170325e-09	1
chrX|TMLHE:154741333|TMLHE:154774938|rev|-	2	0.999827124059	2	0.999904647788	2
chr8|MRPS28:80831094|MRPS28:80831383|dup|-	1	1.31229041907e-09	0	0	1
chr22|DDX17:38879442|FAM227A:38987545|rev|-	1	1.46137532393e-09	0	0	1
chrX|MAGEA10:151306946|MAGEA3:151936377|rev|-	0	0.0	1	5.82137592648e-06	1
chr19|PTOV1:50358334|MED25:50338242|rev|+	0	0.0	1	1.18084360392e-09	1
chr19|VAV1:6825417|TRIP10:6750522|rev|+	0	0.0	1	2.70414807268e-12	1
chrX|ZMYM3:70459473|BCYRN1:70803876|rev|-	1	3.00919091397e-07	0	0	1
chr2|HEATR5B:37227728|HEATR5B:37267661|rev|-	1	5.91885642814e-11	0	0	1
chr4|HNRNPD:83278465|HNRPDL:83348457|rev|-	1	8.09847382513e-05	0	0	1
chr10|MYOF:95066185|MYOF:95216694|rev|-	2	4.64846755944e-17	0	0	2
chr14|LRRC16B:24527970|BCL2L2-PABPN1:23792207|rev|+	0	0.0	1	2.90620989364e-09	1
chr7|URGCP:43946160|POLD2:44161708|rev|-	0	0.0	2	7.67448750363e-25	2
chr1|TBCE:235612280|TBCE:235594019|rev|+	1	2.62411570183e-09	0	0	1
chr19|PSENEN:36236892|COX6B1:36145472|rev|+	0	0.0	1	1.38260928554e-10	1
chr10|HK1:71161637|DDX21:70719561|rev|+	1	1.00771620326e-09	0	0	1
chr17|FOXK2:80529746|FOXK2:80521229|rev|+	0	0.0	1	0.988736499827	1
chr15|RBPMS2:65032094|MIR4511:66011670|rev|-	3	3.27947529574e-30	0	0	3
chr8|CPSF1:145618445|ARHGAP39:145838888|rev|-	2	0.00206511470954	0	0	2
chr11|CDC42BPG:64604393|LTBP3:65309199|rev|-	0	0.0	1	1.63462928314e-11	1
chr7|POLR2J:102116627|POLR2J3:102208631|rev|-	1	0.452223814691	0	0	1
chr7|IMMP2L:110603555|IMMP2L:110603621|dup|-	1	0.988102344253	1	0.836369916928	1
chr2|DNER:230271947|DNER:230312256|rev|-	0	0.0	1	0.989679642991	1
chr1|MAN1A2:117957453|MAN1A2:117944807|rev|+	1	0.987820249849	3	0.999998918001	4
chr19|APBA3:3751186|DAPK3:3969826|rev|-	0	0.0	1	2.69260023346e-12	1
chr22|A4GALT:43116802|TTLL12:43579155|rev|-	0	0.0	1	1.17870040579e-09	1
chr5|PCDHGA10:140795178|PCDHA13:140261853|rev|+	1	1.4860450899e-10	0	0	1
chr11|COX8A:63744015|SLC22A10:63078478|rev|+	7	8.43932983731e-64	0	0	7
chr1|PRDX6:173457946|SUCO:172526419|rev|+	2	8.79568753467e-21	0	0	2
chr5|AP3B1:77511878|AP3B1:77512061|dup|-	0	0.0	2	0.999901951628	2
chr10|TTC40:134672574|FUOM:135168940|rev|-	0	0.0	1	2.27267841524e-12	1
chr2|DARS:136664253|DARS:136668780|rev|-	1	2.52073680138e-09	0	0	1
chr22|EIF4ENIF1:31836689|C22orf28:32791201|rev|-	0	0.0	1	7.96824554166e-13	1
chr7|MTPN:135635346|MTPN:135636378|rev|-	0	0.0	1	0.988836617668	1
chr18|SOGA2:8720494|SOGA2:8718421|rev|+	2	0.999850345478	0	0	2
chr16|GSE1:85667738|GSE1:85667519|dup|+	1	0.966447285311	0	0	1
chr14|KLHDC2:50249856|KLHDC2:50241278|rev|+	1	6.82071940842e-09	0	0	1
chr3|IMPDH2:49065680|USP19:49154040|rev|-	0	0.0	1	7.96824554166e-13	1
chr10|AKR1C3:5136720|AKR1C1:5008105|rev|+	0	0.0	1	4.83589889969e-10	1
chr1|NBPF9:144621656|NBPF9:144617149|rev|+	0	0.0	1	3.01435193881e-10	1
chr20|TP53INP2:33301237|CHMP4B:32441301|rev|+	1	6.14458886507e-11	0	0	1
chr17|EFTUD2:42937799|PLCD3:43209891|rev|-	1	1.77079694296e-08	0	0	1
chr15|GOLGA8A:34681844|GOLGA8B:34826374|rev|-	0	0.0	1	0.886880047387	1
chr3|RAD18:8918879|RAD18:8944204|rev|-	1	8.9559220686e-08	0	0	1
chr6|SFT2D1:166733516|RNASET2:167362113|rev|-	1	5.48284832483e-11	0	0	1
chr2|ASTL:96795802|FAHD2B:97757449|rev|-	0	0.0	2	1.0753384412e-20	2
chr17|KANSL1:44171925|ARL17A:44648235|rev|-	1	0.249410439093	1	0.0985631322326	2
chr10|LDB1:103867324|NT5C2:104855737|rev|-	1	2.62411570183e-09	0	0	1
chr9|EHMT1:140648743|EHMT1:140605418|rev|+	0	0.0	2	0.999709292237	2
chr5|MAP3K1:56191978|IL31RA:55203186|rev|+	3	1.80696168235e-26	0	0	3
chr1|RCC1:28858862|RCC1:28856369|rev|+	0	0.0	1	0.987971058096	1
chr11|NRXN2:64390224|EHD1:64622329|rev|-	0	0.0	1	9.09243371356e-12	1
chr1|KCNQ4:41306124|SMAP2:40878687|rev|+	1	1.4860450899e-10	0	0	1
chrX|LOC286467:130883333|LOC286467:130928494|rev|-	1	0.684098025781	1	0.987634986752	2
chr5|NPM1:170833731|NPM1:170819917|rev|+	1	4.5267695406e-11	0	0	1
chr22|APOBEC3D:39421354|APOBEC3B:39382302|rev|+	0	0.0	1	3.51744889716e-10	1
chr7|YKT6:44240838|HECW1:43283473|rev|+	1	1.84409076721e-08	0	0	1
chr17|TUBG2:40815070|TUBG1:40764964|rev|+	0	0.0	1	8.12267544657e-13	1
chr5|ZSWIM6:60768864|NDUFAF2:60368951|rev|+	3	0.871461757301	0	0	3
chr5|PPIC:122359077|CEP120:122713229|rev|-	1	5.69825234438e-11	0	0	1
chr18|SEC11C:56826063|MALT1:56381314|rev|+	1	5.24182350819e-10	0	0	1
chr5|BTNL9:180467432|LINC00847:180261311|rev|+	0	0.0	1	8.05405580685e-13	1
chr15|SNAP23:42825259|CAPN3:42698123|rev|+	1	0.000245504665245	0	0	1
chr16|MT1X:56717142|MT2A:56643174|rev|+	0	0.0	1	9.60748199131e-06	1
chr12|MRPL51:6601315|CHD4:6687712|rev|-	1	3.87285019568e-10	0	0	1
chr19|MUC16:9003292|MUC16:9011494|rev|-	1	4.59590534102e-05	0	0	1
chr22|ACO2:41921352|L3MBTL2:41620023|rev|+	0	0.0	1	0.000943639832349	1
chr2|ALPI:233322032|ALPP:233244895|rev|+	0	0.0	3	1.01001258377e-17	3
chr5|MATR3:138629494|CTNNA1:138145726|rev|+	0	0.0	1	0.990373420153	1
chr8|ASPH:62593526|ASPH:62596747|rev|-	1	0.987587387402	0	0	1
chr17|TK1:76170159|TIMP2:76921472|rev|-	1	2.08229068091e-09	0	0	1
chr1|SRRM1:24993416|RPL11:24019101|rev|+	0	0.0	25	4.1775489357e-259	25
chr2|LTBP1:33413918|LTBP1:33413643|dup|+	0	0.0	1	9.13439834079e-12	1
chr7|VOPP1:55538305|SEPT14:55874951|rev|-	1	1.40421251935e-09	0	0	1
chr7|NUP205:135333499|CALD1:134625842|rev|+	1	6.82071940842e-09	0	0	1
chr11|ALG9:111652918|PIH1D2:111942482|rev|-	4	8.23290826727e-36	0	0	4
chr5|FBXO4:41934410|C7:40950005|rev|+	1	5.69825234438e-11	0	0	1
chr16|NFAT5:69600277|CYB5B:69492995|rev|+	1	0.9849748812	0	0	1
chr8|RECQL4:145742797|RPL8:146017525|rev|-	0	0.0	1	7.96824554166e-13	1
chr1|RPL5:93303190|BRDT:92443724|rev|+	4	6.48915341912e-35	0	0	4
chrX|SSX2:52788723|SSX8:52661840|rev|+	0	0.0	1	3.13649980906e-11	1
chr7|HOTAIRM1:27139877|LOC441204:26535733|rev|+	5	8.90829249776e-43	1	3.58790887166e-07	5
chr15|COX5A:75212616|PTPN9:75798344|rev|-	3	1.60170491761e-26	0	0	3
chr8|UBR5:103274142|KLF10:103662619|rev|-	0	0.0	1	8.0000273311e-13	1
chr14|TIMM9:58875369|TIMM9:58878689|rev|-	1	1.14605253806e-09	0	0	1
chr3|EPHB3:184295794|AP2M1:183898636|rev|+	0	0.0	1	8.54866016851e-13	1
chr1|LAMTOR5:110943876|LAMTOR5:110949001|rev|-	1	5.48284832483e-11	0	0	1
chr5|DBN1:176883613|COL23A1:177715551|rev|-	1	3.07028357725e-07	0	0	1
chr9|FUBP3:133455151|ASS1:133374891|rev|+	0	0.0	1	0.94566789235	1
chr2|UBXN4:136528305|UBXN4:136527338|rev|+	0	0.0	1	0.989707598455	1
chr6|AKAP12:151674887|AKAP12:151669845|dup|+	0	0.0	1	0.200442520547	1
chr3|PFKFB4:48561133|IP6K2:48732851|rev|-	0	0.0	1	1.03976186442e-10	1
chr11|CABP4:67225989|RBM4:66410920|rev|+	0	0.0	1	2.39934942208e-11	1
chr6|HSD17B8:33172896|SLC39A7:33171317|rev|+	0	0.0	1	1.03976186442e-10	1
chr1|DPM3:155112966|ARHGEF2:155917806|rev|-	0	0.0	1	1.04940649285e-10	1
chr16|CDIPT:29869677|C16orf93:30770422|rev|-	1	3.72361723007e-10	0	0	1
chr15|LOC388152:84873538|SEC11A:85234875|rev|-	0	0.0	1	5.8345571458e-08	1
chr3|SEC61A1:127774594|MCM2:127335710|rev|+	0	0.0	1	2.67996514906e-12	1
chr6|PHF10:170104001|PSMB1:170855272|rev|-	1	5.48284832483e-11	0	0	1
chr19|MUC16:9011321|MUC16:9024496|rev|-	0	0.0	1	0.438996638432	1
