junction	numReads	p_predicted	p_value
chr10|CCAR1:70509442|CCAR1:70508892|rev|+	5	0.995302522017532	1.26117330853483e-20
chr10|CCNJ:97810223|CCNJ:97810012|dup|+	5	0.998481945092906	2.18379154729467e-25
chr10|CCNY:35805551|CCNY:35790428|rev|+	1	0.923911104583933	0.00017083163334693
chr10|CCNY:35814927|CCNY:35805450|rev|+	1	0.158254283304699	0.226134571256233
chr10|CCNY:35819171|CCNY:35537036|rev|+	6	5.30031316137929e-07	0.111696564770937
chr10|CCNY:35819171|CCNY:35805450|rev|+	4	1.92264025308697e-05	0.136799794855264
chr10|CCSER2:86185649|CCSER2:86177526|rev|+	7	0.00723105683983423	0.0437765555524856
chr10|CDC123:12277122|CDC123:12237960|rev|+	4	0.556792751271876	0.000111180594773042
chr10|CHST15:125771848|CHST15:125806240|rev|-	4	0.982278881996346	2.71512648818164e-13
chr10|CHST15:125780771|CHST15:125806240|rev|-	7	0.995376364355936	5.10133969644146e-27
chr10|CHST15:125798030|CHST15:125801963|rev|-	9	9.89472299448765e-07	0.0911998632368235
chr10|CHST15:125798030|CHST15:125804435|rev|-	5	0.00127615421399678	0.122196940546534
chr10|CHST15:125798030|CHST15:125806240|rev|-	8	0.0543147267955573	0.000135294730301786
chr10|CPEB3:93841076|CPEB3:93841258|dup|-	2	0.870576978472062	7.33362785228572e-05
chr10|CPEB3:93902785|CPEB3:93904869|rev|-	2	0.00156380575999906	0.193464069032395
chr10|CPEB3:93902785|CPEB3:93940776|rev|-	3	0.0290592991235766	0.143115597384921
chr10|CTBP2:126681770|CTBP2:126849624|rev|-	2	0.258551433114056	0.0660901067504593
chr10|CTBP2:126691906|CTBP2:126799662|rev|-	3	0.77022616650134	5.28444451617513e-05
chr10|CTBP2:126727565|CTBP2:126727724|dup|-	4	0.691344853461152	1.31201194190594e-05
chr10|CTBP2:126727565|CTBP2:126799662|rev|-	4	3.58236947666551e-08	0.136799794855264
chr10|CTBP2:126799558|CTBP2:126799662|dup|-	1	0.851755872436584	0.0018012143069964
chr10|CUEDC2:104183001|CUEDC2:104183474|rev|-	5	0.0538269578613141	0.0263752315811865
chr10|CUEDC2:104183001|CUEDC2:104184151|rev|-	3	0.0366155477525022	0.135752984841384
chr10|CUL2:35321362|CUL2:35360267|rev|-	7	0.982622802788286	2.92826555733372e-21
chr10|CUTC:101507147|CUTC:101507013|dup|+	4	0.020017916744325	0.114011440387675
chr10|CWF19L1:101996606|CWF19L1:101997988|rev|-	5	0.930898582880246	2.4396514872347e-11
chr10|CWF19L1:102019974|CWF19L1:102027437|rev|-	4	0.00233333659625067	0.136682236687315
chr10|DDIT4:74035797|DDIT4:74033914|rev|+	4	0.998500047168212	2.97105179288891e-22
chr10|DDX21:70730106|DDX21:70725132|rev|+	5	0.723471936592678	2.3970339154432e-07
chr10|DDX21:70731808|DDX21:70723046|rev|+	4	0.997575076080594	2.59830834467632e-20
chr10|DDX21:70733420|DDX21:70731646|rev|+	5	3.440927421643e-08	0.122357456241758
chr10|DHTKD1:12126750|DHTKD1:12123470|rev|+	3	0.81436150195274	1.9085001254138e-05
chr10|DHTKD1:12129728|DHTKD1:12123470|rev|+	4	0.0053516117292753	0.135339878216424
chr10|DHTKD1:12136270|DHTKD1:12123470|rev|+	3	0.00167756582804323	0.157960654614065
chr10|DHTKD1:12136270|DHTKD1:12130984|rev|+	5	0.000702048381324504	0.122338496489753
chr10|DHTKD1:12139995|DHTKD1:12123470|rev|+	4	0.000527187688752304	0.136799537740497
chr10|DHTKD1:12148395|DHTKD1:12123470|rev|+	3	0.000496958870727382	0.157962791905754
chr10|DIP2C:410313|DIP2C:468973|rev|-	2	0.00277114228048428	0.193463188619483
chr10|DIP2C:486810|DIP2C:486936|dup|-	5	0.958882555829273	6.25689250963456e-13
chr10|DLG5:79570851|DLG5:79614128|rev|-	8	0.00159337023367528	0.0700098506213163
chr10|DLG5:79613111|DLG5:79613295|dup|-	4	0.657951141164402	2.37437943040339e-05
chr10|DLG5:79613111|DLG5:79614128|rev|-	4	0.34126691865573	0.00160620194605057
chr10|DLG5:79616487|DLG5:79616650|dup|-	4	1.9522129280673e-07	0.136799794855264
chr10|DMBT1:124396828|DMBT1:124395506|rev|+	6	0.806309339026275	3.46981735482443e-10
chr10|DNA2:70196767|DNA2:70204840|rev|-	6	0.998471785232937	9.2618467546181e-29
chr10|DNAJB12:74100546|DNAJB12:74100928|rev|-	5	0.99975000445827	4.08108731649711e-34
chr10|DNAJB12:74100546|DNAJB12:74103269|rev|-	2	1.0649527733961e-05	0.193464125214171
chr10|DNAJB12:74100546|DNAJB12:74114907|rev|-	4	0.595249176912969	6.40761815047612e-05
chr10|DNMBP:101659675|DNMBP:101659823|dup|-	5	0.179953589910891	0.00199296253049597
chr10|DOCK1:128788867|DOCK1:128768965|rev|+	3	2.69348344442237e-09	0.157962796769544
chr10|DOCK1:128797699|DOCK1:128795011|rev|+	1	1.63660019894326e-06	0.273599589710528
chr10|DOCK1:128798571|DOCK1:128768965|rev|+	4	0.133860763257244	0.0199053291968679
chr10|DOCK1:128824688|DOCK1:128816973|rev|+	7	0.0497039686279373	0.00157194039362177
chr10|DOCK1:128830584|DOCK1:128816973|rev|+	4	0.987506551231846	2.07148538299175e-14
chr10|DOCK1:128836080|DOCK1:128768965|rev|+	2	0.0389333769445785	0.185623877921656
chr10|DOCK1:128860040|DOCK1:128840888|rev|+	5	0.995477866706362	8.89437857297684e-21
chr10|DOCK1:128908618|DOCK1:128904494|rev|+	1	0.862517582810951	0.00140273804283043
chr10|DOCK1:128926028|DOCK1:128768965|rev|+	2	2.41564163791707e-05	0.193464125214171
chr10|DOCK1:128926028|DOCK1:128788718|rev|+	4	7.67960211115161e-07	0.136799794855264
chr10|DOCK1:128926028|DOCK1:128816973|rev|+	1	0.278166191473775	0.160917728718942
chr10|DOCK1:128926028|DOCK1:128830400|rev|+	4	0.887397162276122	4.18218610902737e-08
chr10|DOCK1:128926028|DOCK1:128859931|rev|+	4	0.775390183151789	2.15643999792784e-06
chr10|DOCK1:128926028|DOCK1:128923737|rev|+	5	0.0617585250602663	0.0214577850991618
chr10|DPCD:103361093|DPCD:103348088|rev|+	1	0.448915948236374	0.0819530076056857
chr10|DPCD:103361093|DPCD:103360959|dup|+	3	0.999337898987371	1.4802004604864e-22
chr10|DPCD:103369410|DPCD:103348088|rev|+	2	0.971763805391022	5.54335757501799e-08
chr10|DPCD:103369410|DPCD:103360494|rev|+	4	0.121823644510294	0.0234744674722658
chr10|ECHS1:135175986|SYCE1:135372455|rev|-	2	4.53681557280683e-15	0.193464125214171
chr10|EIF3A:120794540|EIF3A:120830597|rev|-	4	0.00774262496926709	0.133133910500141
chr10|EIF3A:120820257|EIF3A:120833089|rev|-	6	0.991344838142389	3.98331721899217e-21
chr10|EIF3A:120824910|EIF3A:120825082|dup|-	6	0.00535292086043711	0.089307388946351
chr10|ENTPD7:101439632|ENTPD7:101439017|rev|+	2	0.000977370052573971	0.193464120813842
chr10|EPC1:32560481|EPC1:32562209|rev|-	4	0.00518348163417823	0.135459220658003
chr10|ERCC6:50708583|ERCC6:50714058|rev|-	6	0.885760499776644	6.99326260534006e-12
chr10|ERLIN1:101933964|ERLIN1:101945394|rev|-	5	0.000548149200495512	0.122350361078548
chr10|EXOC6:94774024|EXOC6:94653105|rev|+	4	0.0727062052555658	0.0482868757741245
chr10|EXOSC1:99196947|EXOSC1:99197507|rev|-	4	0.948836264261041	3.49942184629809e-10
chr10|EXOSC1:99196947|EXOSC1:99205604|rev|-	4	0.00487248088036259	0.135666438975657
chr10|FAM178A:102685776|FAM178A:102683731|rev|+	3	0.0419638304059829	0.130365264645873
chr10|FAM178A:102703885|FAM178A:102697158|rev|+	4	0.995611489771305	4.768542047134e-18
chr10|FAM178A:102716294|FAM178A:102703782|rev|+	5	7.10523287056958e-05	0.122357456016786
chr10|FAM188A:15858833|FAM188A:15889942|rev|-	3	0.0131331216528814	0.155323486570749
chr10|FAM188A:15863654|FAM188A:15885271|rev|-	4	0.568178642134317	9.4796226386132e-05
chr10|FAM188A:15863654|FAM188A:15889942|rev|-	2	0.155521561216974	0.114355645381468
chr10|FAM204A:120101238|FAM204A:120101439|dup|-	6	0.950069984054021	1.27932387987965e-14
chr10|FAM21C:46248685|FAM21C:46248035|rev|+	2	0.0199304449784501	0.192018837286485
chr10|FAM21C:46280349|FAM21C:46250383|rev|+	2	9.80904739215176e-07	0.193464125214171
chr10|FAM53B:126307862|FAM53B:126395456|rev|-	4	0.000300472436558228	0.136799780214741
chr10|FAM53B:126370175|FAM53B:126370948|dup|-	4	0.000152837845383632	0.136799794544024
chr10|FAM53B:126370175|FAM53B:126384781|rev|-	4	0.207832514103591	0.00772525504734442
chr10|FAM53B:126370175|FAM53B:126395456|rev|-	5	0.413669141915699	5.80817657541987e-05
chr10|FAM53B:126384726|FAM53B:126395456|rev|-	3	0.0541776589170693	0.118116736530394
chr10|FAM53B:126395204|FAM53B:126395456|dup|-	7	0.0157365486128767	0.0169224389695629
chr10|FAM53B:126395204|METTL10:126454177|rev|-	4	0.955785035295062	1.37807315265253e-10
chr10|FBXO18:5951257|FBXO18:5944982|rev|+	3	0.889861610346362	1.46495937990744e-06
chr10|FBXO18:5951257|FBXO18:5950887|rev|+	5	0.0100645923244647	0.100947907076622
chr10|FBXO18:5969504|FBXO18:5944982|rev|+	7	0.00023164244330452	0.103352207872256
chr10|FBXW4:103384501|FBXW4:103432804|rev|-	8	0.60204962112543	1.85836851781966e-11
chr10|FBXW4:103384501|FBXW4:103436193|rev|-	1	0.907489990690231	0.000352531240747705
chr10|FBXW4:103427642|FBXW4:103427737|dup|-	3	0.736191249791253	0.000101733616847927
chr10|FBXW4:103427642|FBXW4:103432804|rev|-	5	0.965007533541905	1.92616435983566e-13
chr10|FBXW4:103427642|FBXW4:103433430|rev|-	2	0.00499441169817169	0.193451872739318
chr10|FBXW4:103427642|FBXW4:103454743|rev|-	4	0.997888488454476	7.33275346288932e-21
chr10|FBXW4:103432671|FBXW4:103433430|rev|-	4	0.176937849294384	0.0113389079600885
chr10|FBXW4:103433244|FBXW4:103436193|rev|-	7	0.466952454287237	3.23504536565403e-08
chr10|GBF1:104120152|GBF1:104005254|rev|+	1	0.497952047374006	0.064286201263263
chr10|GBF1:104120152|GBF1:104119940|dup|+	4	0.00468508851347071	0.135782686519881
chr10|GBF1:104130617|GBF1:104122231|rev|+	5	9.407291639933e-06	0.122357456241758
chr10|GDI2:5810175|GDI2:5810347|dup|-	1	0.313801884388384	0.142431446458552
chr10|GDI2:5827104|GDI2:5842668|rev|-	8	0.999473757856673	3.10657511993971e-42
chr10|GHITM:85913311|GHITM:85909810|rev|+	3	0.000618291773267851	0.157962780650184
chr10|GLRX3:131959261|GLRX3:131943474|rev|+	5	0.999993414878329	5.66567004490576e-56
chr10|GLRX3:131978646|GLRX3:131943474|rev|+	6	3.89848166756042e-05	0.111696564321821
chr10|GLUD1:88817447|GLUD1:88822592|rev|-	4	0.00345702610810888	0.136380494525328
chr10|GLUD1:88818906|GLUD1:88822592|rev|-	3	0.999035892979657	5.1324810004713e-21
chr10|GRID1:88123697|GRID1:88123853|dup|-	2	0.918724000164544	9.82923771760885e-06
chr10|HECTD2:93221941|HECTD2:93185037|rev|+	5	0.151273059843788	0.00328505531618535
chr10|HECTD2:93221941|HECTD2:93220183|rev|+	4	0.91033257578954	1.09330805135411e-08
chr10|HERC4:69785302|HERC4:69804320|rev|-	3	2.53308053534322e-06	0.157962796769544
chr10|HK1:71161637|DDX21:70719561|rev|+	1	3.34466210911849e-08	0.273599589710528
chr10|HSPA12A:118451861|HSPA12A:118466796|rev|-	3	3.98256369379846e-06	0.157962796769544
chr10|IL15RA:5998341|IL15RA:6008302|rev|-	2	0.330000188588999	0.0436471067822415
chr10|INPP5A:134459472|INPP5A:134351352|rev|+	5	0.999582135150722	1.73265682416592e-31
chr10|INPP5A:134464009|INPP5A:134459371|rev|+	7	6.85982458555766e-05	0.103410523450099
chr10|INPP5A:134503959|INPP5A:134421418|rev|+	1	0.885604210986647	0.000749622073853842
chr10|ITGB1:33189245|ITGB1:33209313|rev|-	3	0.00223523815899401	0.157955471121937
chr10|ITIH2:7762926|ITIH2:7750984|rev|+	3	0.985853662244193	9.66190834292295e-12
chr10|ITIH2:7777054|ITIH2:7745235|rev|+	5	0.77096806216897	6.90676124267208e-08
chr10|ITIH2:7777054|ITIH2:7762818|rev|+	6	0.682773537162543	1.44499072289462e-08
chr10|ITIH2:7777054|ITIH2:7763611|rev|+	8	9.67985340629741e-06	0.096732062024775
chr10|ITIH2:7777054|ITIH2:7774300|rev|+	3	0.91680279629736	3.4668038376608e-07
chr10|ITIH2:7785222|ITIH2:7750984|rev|+	2	0.00260451620966858	0.193463424281751
chr10|ITIH2:7786243|ITIH2:7786044|dup|+	3	7.61243673233626e-06	0.157962796769544
chr10|ITIH2:7786926|ITIH2:7762818|rev|+	2	0.98763199286591	4.99613127017581e-10
chr10|ITIH2:7791483|ITIH2:7765413|rev|+	4	0.00391837310531619	0.136189493240585
chr10|JMJD1C:64936056|JMJD1C:64937616|rev|-	5	0.0308117363965863	0.0512239917856356
chr10|KAT6B:76603236|KAT6B:76598440|rev|+	5	1.22980134642998e-05	0.122357456241757
chr10|KAT6B:76603236|KAT6B:76602357|dup|+	4	0.999719339938583	8.46298201064725e-30
chr10|KAT6B:76780571|KAT6B:76602357|rev|+	5	0.986881882467008	9.36121926637911e-17
chr10|KAZALD1:102825351|KAZALD1:102824257|rev|+	3	0.236321342144575	0.0243271434255287
chr10|KIF11:94366994|KIF11:94366375|rev|+	2	0.00198103667449457	0.193463938484539
chr10|KIF20B:91522592|KIF20B:91511102|rev|+	7	0.889925986502333	2.99042207097992e-14
chr10|KIF20B:91522592|KIF20B:91518462|rev|+	2	0.944377217717283	1.7012655751861e-06
chr10|KIF5B:32304436|KIF5B:32306287|rev|-	6	0.0294721529109273	0.0208477251020576
chr10|KIF5B:32304436|KIF5B:32308887|rev|-	11	0.336555435032989	7.58756435276385e-15
chr10|KIF5B:32304436|KIF5B:32311185|rev|-	9	0.351879177675753	1.10676700786584e-10
chr10|KIF5B:32304436|KIF5B:32321702|rev|-	5	0.148442775568932	0.00345734761658204
chr10|KIF5B:32304436|KIF5B:32324922|rev|-	4	0.0137494409035943	0.124686807652375
chr10|KIF5B:32304436|KIF5B:32327146|rev|-	4	0.00347773791766079	0.136372782686119
chr10|KIF5B:32304436|KIF5B:32337479|rev|-	4	8.61470076669405e-07	0.136799794855264
chr10|LARP4B:909682|LARP4B:910210|rev|-	3	0.979871368828709	9.63308208700076e-11
chr10|LCOR:98711953|LCOR:98667021|rev|+	2	0.879213590510785	5.49184064832898e-05
chr10|LCOR:98711953|LCOR:98703869|rev|+	3	0.00939834041536032	0.1568819160926
chr10|LCOR:98711953|LCOR:98708764|rev|+	5	0.000585874626104294	0.122348161123215
chr10|LDB1:103867324|NT5C2:104855737|rev|-	1	7.60886249266992e-08	0.273599589710528
chr10|LDB1:103868785|LDB1:103871293|rev|-	2	0.995349504121672	8.34712343880369e-13
chr10|LHPP:126186697|LHPP:126176990|rev|+	3	0.247138063728006	0.0221814902012213
chr10|LHPP:126302710|LHPP:126150340|rev|+	3	0.000223314059790906	0.157962796728839
chr10|LHPP:126302710|LHPP:126185529|rev|+	2	0.934885522336192	3.57297577824169e-06
chr10|LHPP:126302710|LHPP:126205748|rev|+	3	0.782741639062174	4.04873613787778e-05
chr10|LHPP:126302710|LHPP:126301832|dup|+	4	0.436186183868061	0.000524270232747237
chr10|LOC399744:38724181|LOC399744:38724057|dup|+	4	0.486657147199164	0.000280974437530343
chr10|LOC399744:38726134|LOC399744:38724057|rev|+	7	0.000667349037634976	0.101958512594339
chr10|LOC399744:38734535|LOC399744:38724057|rev|+	5	9.026809228562e-05	0.122357455308662
chr10|LOC399744:38734535|LOC399744:38726471|rev|+	6	0.000117861022789862	0.111696389173375
chr10|LOC399744:38734535|LOC399744:38734344|dup|+	3	0.00278022180106922	0.15794509054766
chr10|LOXL4:100013309|LOXL4:100016704|rev|-	6	0.918367816115989	5.63981124853409e-13
chr10|LOXL4:100013309|LOXL4:100017921|rev|-	2	0.414312495665964	0.0256026706331346
chr10|LOXL4:100013309|LOXL4:100020884|rev|-	5	0.657220761833796	1.02222107839133e-06
chr10|MAP3K8:30747165|MAP3K8:30736710|rev|+	3	0.988239165125544	2.77043985737234e-12
