junction	numReads	p_predicted	p_value
chr12|VPS29:110929329|PPP1CC:111162569|rev|-	1	2.52073680138127e-09	0.0949907475563255
chr12|XPOT:64825603|XPOT:64812655|rev|+	1	9.69088221704936e-10	0.0949907475563256
chr13|COL4A1:110866272|COL4A1:110866362|dup|-	2	0.999834492788319	4.23493643876222e-232
chr13|DLEU1:50679433|SETDB2:50050611|rev|+	1	5.69825234437966e-11	0.0949907475563256
chr13|GPC5:92101176|GPC5:92101014|dup|+	1	0.98758738740191	1.34657131359411e-60
chr13|KLF5:73651676|PIBF1:73491213|rev|+	1	4.52676954060005e-11	0.0949907475563256
chr13|LAMP1:113977741|SPACA7:113086757|rev|+	1	7.56737257151381e-11	0.0949907475563256
chr14|ACIN1:23527773|AP1G2:24037279|rev|-	1	0.00146213568497465	4.6026947661329e-09
chr14|APOPT1:104053701|APOPT1:104037959|rev|+	1	0.987820249849161	9.850206723436e-61
chr14|CDKL1:50862418|NIN:51210247|rev|-	1	1.71340660195718e-09	0.0949907475563256
chr14|ERH:69846839|SLC10A1:70243105|rev|-	1	1.48604508989652e-10	0.0949907475563256
chr14|KLHDC2:50249856|KLHDC2:50241278|rev|+	1	6.82071940842464e-09	0.0949907475561452
chr14|KTN1:56125332|KTN1:56122759|rev|+	1	0.9664367184024	1.25636592844948e-53
chr14|RBM23:23369853|AP1G2:24037279|rev|-	1	5.28970846101999e-07	0.0945395333644281
chr14|SEC23A:39501122|SEC23A:39565343|rev|-	1	2.52073680138127e-09	0.0949907475563255
chr14|SNW1:78183943|SNW1:78202349|rev|-	1	6.54866159706469e-09	0.0949907475561905
chr14|TIMM9:58875369|TIMM9:58878689|rev|-	1	1.14605253806121e-09	0.0949907475563256
chr14|VASH1:77229473|ESRRB:76948358|rev|+	1	5.69825234437966e-11	0.0949907475563256
chr15|ADAM10:58932975|ADAM10:59009926|rev|-	2	0.999852469559492	1.00713349257697e-233
chr15|CKMT1B:43891604|RNU6-28:43675330|rev|+	1	0.154720976242949	1.40917986595882e-25
chr15|COMMD4:75632614|GOLGA6C:75559230|rev|+	1	2.72996506938212e-09	0.0949907475563254
chr15|COMMD4:75632614|GOLGA6D:75583506|rev|+	1	1.85492482824995e-09	0.0949907475563256
chr15|COX5A:75212616|PTPN9:75798344|rev|-	3	1.6017049176144e-26	0.0548429336721684
chr15|GOLGA8A:34678825|GOLGA8B:34824200|rev|-	4	0.106576519424666	0
chr15|HERC2:28491026|FAM189A1:29421067|rev|-	1	2.52073680138127e-09	0.0949907475563255
chr15|NOP10:34633916|GOLGA8A:34677675|rev|-	2	8.8815966350505e-20	0.0671686017470573
chr15|RBPMS2:65032094|MIR4511:66011670|rev|-	3	3.27947529573521e-30	0.0548429336721684
chr15|RBPMS2:65032094|VWA9:65877226|rev|-	1	5.48284832482945e-11	0.0949907475563256
chr15|RPS17:82823287|RPS17L:83207122|rev|-	1	0.00401028112247352	1.06367363941354e-11
chr15|RPS17:82824388|RPS17L:83207736|rev|-	2	0.00207078315234744	2.38674413920949e-70
chr15|SNAP23:42825259|CAPN3:42698123|rev|+	1	0.000245504665245431	1.85152604148923e-05
chr16|AARS:70286296|HYDIN:71220821|rev|-	1	1.14605253806121e-09	0.0949907475563256
chr16|CDIPT:29869677|C16orf93:30770422|rev|-	1	3.72361723006985e-10	0.0949907475563256
chr16|CMTM4:66648652|CCDC79:66789066|rev|-	1	6.54866159706469e-09	0.0949907475561905
chr16|DNAJA2:46989273|NETO2:47117712|rev|-	1	1.89262337719463e-07	0.0949768259375294
chr16|GSE1:85667738|GSE1:85667519|dup|+	1	0.966447285310732	1.25012488196679e-53
chr16|HCFC1R1:3073233|MEFV:3306627|rev|-	1	4.85985385210638e-07	0.0946392597793568
chr16|KAT8:31142221|ZNF48:30406739|rev|+	1	5.69825234437966e-11	0.0949907475563256
chr16|MRPL28:419067|LMF1:961109|rev|-	1	3.24827298506993e-05	0.00605545402992225
chr16|MT1DP:56677664|MT1JP:56670350|rev|+	1	1.9471083615259e-09	0.0949907475563256
chr16|MT1X:56717142|MT1F:56692984|rev|+	1	0.000284890918467233	1.04147675942018e-05
chr16|MT1X:56717142|MT1H:56704809|rev|+	1	9.43107016034431e-08	0.0949899992337762
chr16|MT1X:56717142|MT1L:56652500|rev|+	1	0.000234999927103494	2.18394418515354e-05
chr16|NFAT5:69600277|CYB5B:69492995|rev|+	1	0.984974881200269	3.10266824293282e-59
chr16|PHLPP2:71712657|AP1G1:71800348|rev|-	1	0.000282717478544113	1.07333041506009e-05
chr16|PIEZO1:88787573|VPS9D1:89783230|rev|-	1	6.44324193534468e-11	0.0949907475563256
chr16|PRMT7:68391169|CTCF:67645853|rev|+	1	6.56438465779518e-10	0.0949907475563256
chr16|QPRT:29706520|LAT:28996386|rev|+	1	2.62411570183323e-09	0.0949907475563255
chr16|SLC7A5P1:29624423|LOC595101:30317274|rev|-	1	0.983494484782796	1.43710524454992e-58
chr16|TXNDC11:11836332|RSL1D1:11941663|rev|-	1	0.986740368679007	3.99509457756408e-60
chr16|VPS35:46693588|DNAJA2:47005484|rev|-	1	2.58659377931363e-07	0.0949462668755026
chr16|ZNF598:2052521|ABCA3:2350149|rev|-	1	2.52073680138127e-09	0.0949907475563255
chr16|ZNF747:30545517|ZNF764:30567428|rev|-	4	6.01867195226952e-18	1.67366856817021e-16
chr17|ATXN7L3:42269172|UBTF:42288699|rev|-	1	1.95407385096075e-10	0.0949907475563256
chr17|C17orf58:65987216|FAM20A:66533882|rev|-	1	0.00103385194235107	2.93693198811359e-08
chr17|EFTUD2:42937799|PLCD3:43209891|rev|-	1	1.77079694296315e-08	0.0949907474569236
chr17|HOXB6:46681841|HOXB6:46682334|rev|-	1	4.3560130998644e-11	0.0949907475563256
chr17|KANSL1:44171925|ARL17A:44430296|rev|-	1	0.249410439093422	2.60711516259727e-28
chr17|KANSL1:44171925|ARL17A:44648235|rev|-	1	0.249410439093422	2.60711516259727e-28
chr17|KIAA0100:26950777|KIAA0100:26951408|rev|-	2	0.999039480124907	5.64945944035592e-208
chr17|P2RX5:3591305|P2RX1:3801843|rev|-	1	2.62411570183323e-09	0.0949907475563255
chr17|PIGW:34895150|TAF15:34165427|rev|+	1	2.62411570183323e-09	0.0949907475563255
chr17|RARA:38506177|ERBB2:37876039|rev|+	1	1.54410643696419e-10	0.0949907475563256
chr17|SEPT9:75398785|SEPT9:75398140|dup|+	1	0.987130632066007	2.44326913642281e-60
chr17|TACO1:61678722|ACE:61555291|rev|+	1	7.0992717970784e-09	0.0949907475560863
chr17|TK1:76170159|TIMP2:76921472|rev|-	1	2.08229068090846e-09	0.0949907475563256
chr17|ZNF232:5009030|NUP88:5290430|rev|-	1	4.65237076859418e-07	0.0946824623533688
chr18|CABLES1:20840434|RBBP8:20564848|rev|+	1	1.42022561636387e-09	0.0949907475563256
chr18|DYM:46570171|DYM:46784863|rev|-	1	9.15821970120187e-11	0.0949907475563256
chr18|RIOK3:21063099|RBBP8:20564848|rev|+	4	4.74167653571113e-35	0.0474953737781628
chr18|SEC11C:56826063|MALT1:56381314|rev|+	1	5.24182350818917e-10	0.0949907475563256
chr18|SOGA2:8720494|SOGA2:8718421|rev|+	2	0.99985034547795	1.60424904753411e-233
chr19|AXL:41754725|AXL:41754418|rev|+	2	0.996579458104196	2.32205657301833e-191
chr19|CAPNS1:36641255|CD22:35835953|rev|+	1	5.69825234437966e-11	0.0949907475563256
chr19|COPE:19030031|SUGP2:19121151|rev|-	2	0.999708164583432	3.57355579514967e-224
chr19|DNMT1:10273342|DNMT1:10274036|rev|-	1	0.635174565358836	1.05121992190766e-36
chr19|GLT25D1:17693965|SIN3B:16963879|rev|+	1	1.1248062377521e-08	0.0949907475508079
chr19|GPI:34893318|LSM14A:34718269|rev|+	2	6.88598325274694e-18	0.0671686017470573
chr19|IFI30:18288927|MYO9B:17308992|rev|+	1	5.69825234437966e-11	0.0949907475563256
chr19|MAP2K7:7968953|ZNF358:7581003|rev|+	1	2.72996506938212e-09	0.0949907475563254
chr19|MFSD12:3544196|MATK:3785284|rev|-	1	4.65237076859418e-07	0.0946824623533688
chr19|MUC16:9003292|MUC16:9011494|rev|-	1	4.59590534101626e-05	0.00291289649181493
chr19|MUC16:9006641|MUC16:9025658|rev|-	1	6.78209052527908e-07	0.0940870197716149
chr19|MUC16:9007486|MUC16:9012898|rev|-	6	0.984576564374381	0
chr19|PGLS:17632097|SIN3B:16963879|rev|+	2	1.7907037228027e-11	0.0569635628526036
chr19|PHLDB3:44001269|LYPD5:44302753|rev|-	1	2.52073680138127e-09	0.0949907475563255
chr19|PPFIA3:49645372|PPFIA3:49632104|rev|+	1	0.975908963660085	6.42869271790328e-56
chr19|PSG6:43421880|PSG4:43708403|rev|-	1	6.2325766846499e-09	0.0949907475562308
chr19|REEP6:1497924|MUM1:1376517|rev|+	1	4.85985385210638e-07	0.0946392597793568
chr19|SBNO2:1147307|SBNO2:1154401|rev|-	1	0.98758738740191	1.34657131359411e-60
chr19|SYDE1:15220208|TECR:14674017|rev|+	1	2.72996506938212e-09	0.0949907475563254
chr19|TNPO2:12817009|CACNA1A:13346545|rev|-	1	1.42934818585806e-10	0.0949907475563256
chr19|ZNF433:12146351|ZNF20:12246710|rev|-	1	4.1195265639427e-07	0.0947788418329472
chr1|ACOT7:6453316|PLEKHG5:6556629|rev|-	2	0.400529464374181	1.06412731474676e-121
chr1|ATAD3B:1417994|ATAD3C:1389724|rev|+	1	0.00473272720851938	3.56190817088842e-12
chr1|BCL9:147098015|PDIA3P:146649429|rev|+	1	5.69825234437966e-11	0.0949907475563256
chr1|CD46:207943707|CD46:207930358|rev|+	3	0.999998125521126	0
chr1|CSRP1:201452657|RNU6-79:201736927|rev|-	1	0.000258617130795013	1.51768248879457e-05
chr1|CTPS1:41478235|ZMPSTE24:40751596|rev|+	1	5.69825234437966e-11	0.0949907475563256
chr1|ELOVL1:43833585|KDM4A-AS1:44166423|rev|-	1	1.36063010355822e-09	0.0949907475563256
chr1|ENO1:8921058|ENO1:8931635|rev|-	1	2.52073680138127e-09	0.0949907475563255
chr1|EPHA2:16464769|CROCCP3:16811401|rev|-	1	7.28054782967347e-11	0.0949907475563256
chr1|FAM129A:184760165|FAM129A:184767324|rev|-	1	2.62411570183323e-09	0.0949907475563255
chr1|FHL3:38462441|RRAGC:39311759|rev|-	1	4.3560130998644e-11	0.0949907475563256
chr1|GALNT2:230386306|GALNT2:230338882|rev|+	1	0.988102344253277	6.68739147839534e-61
chr1|IARS2:220321383|RNU5F-1:220148741|rev|+	2	7.16374424237711e-18	0.0671686017470573
chr1|KCNQ4:41306124|SMAP2:40878687|rev|+	1	1.48604508989652e-10	0.0949907475563256
chr1|KDM1A:23408859|ZBTB40:22837671|rev|+	1	2.72996506938212e-09	0.0949907475563254
chr1|KIAA1804:233520894|NTPCR:233091302|rev|+	1	4.0256644356573e-10	0.0949907475563256
chr1|KRTCAP2:155141883|GON4L:155792267|rev|-	1	2.62411570183323e-09	0.0949907475563255
chr1|KRTCAP2:155141883|YY1AP1:155650247|rev|-	1	2.08229068090846e-09	0.0949907475563256
chr1|LAMTOR5:110943876|LAMTOR5:110949001|rev|-	1	5.48284832482945e-11	0.0949907475563256
chr1|LOC731275:243251011|LOC731275:243260601|rev|-	1	0.68904160320115	5.01997975835575e-38
chr1|LRRC47:3696783|CEP104:3743308|rev|-	1	1.42934818585806e-10	0.0949907475563256
chr1|MAN1A2:117957453|MAN1A2:117944807|rev|+	1	0.987820249849161	9.850206723436e-61
chr1|MAN1A2:117984947|MAN1A2:117944807|rev|+	1	0.975908963660085	6.42869271790328e-56
chr1|MAN1A2:118045592|MAN1A2:118003110|rev|+	1	0.98641862478838	5.92500111752634e-60
chr1|MAP7D1:36646441|ZMYM4:35790960|rev|+	1	1.54410643696419e-10	0.0949907475563256
chr1|MKNK1:47051545|CYP4Z2P:47352967|rev|-	1	3.22713811898027e-09	0.0949907475563249
chr1|NBPF10:145341821|NBPF10:145323653|rev|+	1	0.209917361539243	2.87851801817565e-27
chr1|NBPF1:16891301|NBPF1:16893846|rev|-	1	0.2005741776284	5.28255392571225e-27
chr1|NCSTN:160328742|SLAMF8:159804973|rev|+	1	8.05963062263548e-11	0.0949907475563256
chr1|NOC2L:891302|TMEM52:1850740|rev|-	1	3.87285019567798e-10	0.0949907475563256
chr1|NPR1:153666468|SPRR1A:152957687|rev|+	1	2.62411570183323e-09	0.0949907475563255
chr1|PBXIP1:154916558|GON4L:155823597|rev|-	1	5.48284832482945e-11	0.0949907475563256
chr1|PCNXL2:233344263|PCNXL2:233386578|rev|-	1	1.48604508989652e-10	0.0949907475563256
chr1|PRDX6:173457946|SUCO:172526419|rev|+	2	8.79568753467459e-21	0.0671686017470573
chr1|RPL22:6252989|ICMT:6285322|rev|-	1	0.988119924333661	6.52584994367109e-61
chr1|RPL5:93303190|BRDT:92443724|rev|+	4	6.48915341911992e-35	0.0474953737781628
chr1|RPS6KC1:213224851|FLVCR1:213037066|rev|+	1	0.987990728861724	7.80366783497973e-61
chr1|RPS8:45244412|DMAP1:44680021|rev|+	1	2.83822622954529e-09	0.0949907475563254
chr1|S100A4:153516094|DENND4B:153912732|rev|-	1	9.31363474405181e-10	0.0949907475563256
chr1|SDHC:161310445|NDUFS2:161176196|rev|+	1	0.988093044910334	6.77434916089259e-61
chr1|SFPQ:35649200|CLSPN:36228082|rev|-	1	9.31363474405181e-10	0.0949907475563256
chr1|SHC1:154934773|GON4L:155755165|rev|-	1	1.71340660195718e-09	0.0949907475563256
chr1|SLC25A44:156164038|RAB25:156035701|rev|+	3	0.999997645810681	0
chr1|SLC25A44:156164038|RAB25:156038060|rev|+	19	0.999999999999998	0
chr1|SLFNL1-AS1:41494384|CTPS1:41454265|rev|+	3	0.999990954345105	0
chr1|TAGLN2:159887902|CD244:160801217|rev|-	6	2.80312841255663e-61	0.0387798102997543
chr1|TAGLN2:159887902|COPA:160295442|rev|-	1	6.45587030542981e-11	0.0949907475563256
chr1|TBCE:235612280|TBCE:235594019|rev|+	1	2.62411570183323e-09	0.0949907475563255
chr1|TM2D1:62146718|DOCK7:63097076|rev|-	1	4.40275323886871e-08	0.09499072959486
chr1|TOMM20:235272657|RBM34:235299085|rev|-	1	3.72361723006985e-10	0.0949907475563256
chr1|UQCRH:46782447|NASP:46079964|rev|+	1	1.66423144849724e-10	0.0949907475563256
chr1|ZCCHC17:31837780|ZCCHC17:31836878|dup|+	1	1.04876869824993e-09	0.0949907475563256
chr20|ASXL1:30956926|ASXL1:30954186|rev|+	1	0.987648739778668	1.24083864729594e-60
chr20|ATP5E:57603732|SYCP2:58490605|rev|-	1	3.00919091396515e-07	0.0949151955310984
chr20|C20orf112:31062403|C20orf112:31071385|rev|-	1	4.18199418408354e-10	0.0949907475563256
chr20|ID1:30194317|FRG1B:29614260|rev|+	1	5.66733209054993e-10	0.0949907475563256
chr20|MGME1:17971762|MGME1:17950443|rev|+	1	1.19258980579972e-09	0.0949907475563256
chr20|PHF20:34389527|PHF20:34389412|dup|+	1	0.957886438109289	4.49208669601846e-52
chr20|PROCR:33765165|ITCH:33080305|rev|+	1	2.62411570183323e-09	0.0949907475563255
chr20|RBM39:34312491|RBM39:34320057|rev|-	2	2.16445739081768e-13	0.0671685999953729
chr20|RNF114:48570422|ARFGEF2:47630100|rev|+	2	7.4527093207378e-18	0.0671686017470573
chr20|TP53INP2:33301237|CHMP4B:32441301|rev|+	1	6.1445888650685e-11	0.0949907475563256
chr20|TP53INP2:33301237|ITCH:33045194|rev|+	1	5.69825234437966e-11	0.0949907475563256
chr20|TPX2:30389603|HM13:30149436|rev|+	3	1.80696168235106e-26	0.0548429336721684
chr21|ADARB1:46548488|AIRE:45709539|rev|+	1	2.62411570183323e-09	0.0949907475563255
chr21|APP:27347382|APP:27484463|rev|-	1	0.987793583846293	1.02124987622958e-60
chr21|BACE2:42629253|BACE2:42622678|rev|+	2	0.997154821478226	9.94108661435328e-194
chr21|C21orf59:33973983|SYNJ1:34042682|rev|-	2	2.04160285009161e-20	0.0671686017470573
chr21|DSCR3:38595725|DSCR4:39492502|rev|-	1	5.48284832482945e-11	0.0949907475563256
chr22|CSNK1E:38694790|LOC400927:38794931|rev|-	1	3.14221826769922e-07	0.0949031879065652
chr22|DDX17:38879442|FAM227A:38987545|rev|-	1	1.46137532392544e-09	0.0949907475563256
chr22|GSTT1:24376138|PIWIL3:25144988|rev|-	1	5.69825234437966e-11	0.0949907475563256
chr22|RRP7A:42910687|RRP7B:42972132|rev|-	1	0.189695486869006	1.09607199842103e-26
chr22|RRP7A:42912016|RRP7B:42973104|rev|-	7	0.0358356160137494	0
chr22|SLC25A17:41165638|ST13:41240913|rev|-	3	1.80696168235106e-26	0.0548429336721684
chr22|SMCR7L:39907443|APOBEC3B:39380079|rev|+	1	2.62411570183323e-09	0.0949907475563255
chr22|ST13:41220600|ST13:41240913|rev|-	3	6.94485399464438e-27	0.0548429336721684
chr22|TOP3B:22311402|POM121L1P:22975051|rev|-	1	5.48284832482945e-11	0.0949907475563256
chr22|XBP1:29190547|THOC5:29939531|rev|-	1	1.02306735270069e-10	0.0949907475563256
chr2|AAMP:219128851|RNF25:219530953|rev|-	1	2.52073680138127e-09	0.0949907475563255
chr2|AGPS:178285086|AGPS:178284996|dup|+	1	0.967590989747868	7.22123058471605e-54
chr2|ALPI:233320976|ALPP:233243680|rev|+	1	3.07028357724652e-07	0.0949098186923788
chr2|ALPPL2:233272478|ALPP:233244473|rev|+	3	3.33083175278973e-10	1.3244266500408e-44
chr2|ALPPL2:233273283|ALPP:233245332|rev|+	1	0.090461637543678	6.11197073944725e-23
chr2|ALPPL2:233273548|ALPP:233245549|rev|+	1	0.726269593002723	4.98437683953872e-39
chr2|ANKRD36:97877478|ANKRD36:97852934|rev|+	1	0.256162452478176	1.76790682703878e-28
chr2|ARPC2:219119071|ARPC2:219090642|rev|+	1	4.5910658994579e-08	0.0949907251839055
chr2|CPS1:211460306|CPS1:211459231|rev|+	1	0.987449009607435	1.61680708087535e-60
chr2|CRIM1:36623930|CRIM1:36623756|dup|+	2	0.999759789491238	7.04947719431968e-227
chr2|DARS:136664253|DARS:136668780|rev|-	1	2.52073680138127e-09	0.0949907475563255
chr2|DNER:230222344|SP110:231048356|rev|-	1	4.0256644356573e-10	0.0949907475563256
chr2|DNER:230222344|TRIP12:230662547|rev|-	3	1.43522801159315e-20	0.0548429336721684
chr2|HEATR5B:37227728|HEATR5B:37267661|rev|-	1	5.91885642814474e-11	0.0949907475563256
chr2|MDH1:63834330|EHBP1:63220664|rev|+	1	1.48604508989652e-10	0.0949907475563256
chr2|NMI:152126981|NEB:152563511|rev|-	1	3.75871946867439e-09	0.0949907475563234
chr2|R3HDM1:136482839|R3HDM1:136389430|rev|+	1	5.69825234437966e-11	0.0949907475563256
chr2|RTN4:55199326|RTN4:55200334|dup|-	5	1.40652155275245e-46	0.0424811537538932
chr2|RTN4:55199326|SMEK2:55806917|rev|-	7	4.68109537624843e-51	0.0359031278408792
chr2|SLC20A1:113421400|TMEM87B:112832488|rev|+	1	9.69088221704936e-10	0.0949907475563256
chr2|SMEK2:55775513|SMEK2:55806917|rev|-	1	2.58659377931363e-07	0.0949462668755026
chr2|SNRNP200:96940073|KANSL3:97275299|rev|-	1	2.62411570183323e-09	0.0949907475563255
chr2|TRIP12:230631929|SP110:231048356|rev|-	1	2.55058133638494e-07	0.0949484433622753
chr2|WNT6:219736541|RUFY4:218954674|rev|+	1	2.72996506938212e-09	0.0949907475563254
chr2|XPO1:61705068|XPO1:61729445|rev|-	1	3.52378173289035e-10	0.0949907475563256
chr2|ZFP36L2:43449540|ABCG5:44041728|rev|-	1	3.72361723006985e-10	0.0949907475563256
chr3|AP2M1:183901879|AP2M1:183898629|rev|+	1	1.08029081605972e-05	0.0319261542455203
chr3|ARIH2:49022971|ARIH2:48964894|rev|+	1	2.62411570183323e-09	0.0949907475563255
chr3|BRK1:10168874|FANCD2:10114936|rev|+	1	3.87285019567798e-10	0.0949907475563256
chr3|C3orf17:112721291|SPICE1:113164207|rev|-	1	7.42583037230487e-09	0.0949907475559974
chr3|DAG1:49526178|ARIH2:48964894|rev|+	1	0.677952372853863	9.62969946574899e-38
chr3|GNB4:179113875|PEX5L:179689453|rev|-	2	4.41840459241852e-21	0.0671686017470573
chr3|KALRN:124390745|KALRN:124181370|rev|+	1	1.77079694296315e-08	0.0949907474569236
chr3|MUC13:124624288|HEG1:124692749|rev|-	4	2.46267938571998e-34	0.0474953737781628
chr3|MUC13:124653504|OSBPL11:125266436|rev|-	1	2.52073680138127e-09	0.0949907475563255
chr3|OGG1:9792107|BRPF1:9787983|rev|+	2	0.999847807830364	2.77319678620295e-233
chr3|RAD18:8918879|RAD18:8944204|rev|-	1	8.95592206860091e-08	0.0949901562089386
chr3|RHOA:49396578|MST1:49724911|rev|-	1	7.7539644171465e-11	0.0949907475563256
chr3|RPL29:52027643|NEK4:52802620|rev|-	2	7.00276314107888e-21	0.0671686017470573
chr3|SACM1L:45786900|LARS2:45588842|rev|+	1	7.84006701453093e-10	0.0949907475563256
chr3|TATDN2:10320146|CRELD1:9984760|rev|+	1	5.36502176803898e-11	0.0949907475563256
chr3|TKT:53274266|TKT:53276258|rev|-	1	0.978037438054076	1.45794815675433e-56
chr3|TMEM45A:100296285|TBC1D23:100023689|rev|+	3	2.90745121692982e-25	0.0548429336721684
chr3|TRIM59:160153290|TRIM59:160166583|rev|-	1	2.62411570183323e-09	0.0949907475563255
chr3|WDR6:49053386|ARIH2:48964894|rev|+	1	2.62411570183323e-09	0.0949907475563255
chr4|AIMP1:107270381|ARHGEF38:106566344|rev|+	1	2.62411570183323e-09	0.0949907475563255
chr4|FGF2:123797579|FGF2:123797475|dup|+	1	0.97345345357306	3.03157428817471e-55
chr4|GPR125:22388996|MIR548AJ2:23200453|rev|-	1	2.94012668543828e-07	0.0949209966203689
chr4|HNRNPD:83276456|HNRPDL:83346820|rev|-	5	6.71326026772079e-08	0
chr4|HNRNPD:83278465|HNRPDL:83348457|rev|-	1	8.09847382513495e-05	0.00070212222967241
