Chr	Start	End	SRR444975_pairs_Chimeric.out.junction
chr1	104070317	104095954	1
chr1	104771168	104771365	1
chr1	105017534	105017713	1
chr1	107789919	107867544	1
chr1	107866904	107867544	4
chr1	107866904	107873497	1
chr1	108678321	108678517	2
chr1	108679338	108703915	1
chr1	108686165	108703915	1
chr1	108690901	108703915	5
chr1	109340767	109350171	1
chr1	109544846	109554340	3
chr1	109642881	109642949	1
chr1	109766600	109772194	1
chr1	109773500	109774408	1
chr1	109779866	109780495	1
chr1	109780501	109780616	1
chr1	109823730	109825197	1
chr1	109869614	109888503	1
chr1	109878862	109888500	2
chr1	110116359	110116659	1
chr1	110125059	110129504	2
chr1	110458256	110460085	1
chr1	111996843	111996971	2
chr1	112166445	112166579	1
chr1	112997071	112999996	1
chr1	113083401	113098640	1
chr1	113098490	113159517	2
chr1	113119608	113140708	2
chr1	113119608	113143470	2
chr1	113120967	113125094	1
chr1	113124997	113159466	1
chr1	113134147	113143470	2
chr1	113196220	113202401	6
chr1	113655101	113659058	2
chr1	114214356	114216087	2
chr1	114267381	114269196	1
chr1	114267381	114281421	1
chr1	114280732	114281421	1
chr1	114280732	114301355	1
chr1	115005726	115007010	4
chr1	115110322	115110421	1
chr1	115292697	115292798	1
chr1	116202262	116206889	3
chr1	116562203	116563506	1
chr1	116576379	116580009	1
chr1	117617681	117617773	1
chr1	117944808	117963271	78
chr1	117944808	117984947	19
chr1	117944808	117957453	35
chr1	117944808	117950054	1
chr1	117944808	117948267	10
chr1	117944819	117944934	2
chr1	118003111	118009049	1
chr1	118003111	118045592	2
chr1	118035769	118045592	1
chr1	118165464	118166721	1
chr1	118449128	118461358	2
chr1	118454616	118461358	3
chr1	119558459	119584972	1
chr1	120506304	120506336	2
chr1	120529583	120548211	2
chr1	120539620	120539955	1
chr1	120572529	120594393	5
chr1	120587700	120594393	2
chr1	120589474	120594393	1
chr1	120594098	120594393	5
chr1	120855269	120855341	1
chr1	144048709	144053668	1
chr1	144892501	144923821	1
chr1	144994591	145000796	1
chr1	145130184	145130255	1
chr1	145592633	145595220	3
chr1	145747042	145763632	1
chr1	145787772	145791170	1
chr1	145897085	145900490	3
chr1	146747017	146757164	3
chr1	146751752	146751864	1
chr1	146757975	146759412	1
chr1	146766091	146767245	1
chr1	149450202	149450274	1
chr1	149882885	149883037	1
chr1	149936147	149937803	1
chr1	150053424	150082742	1
chr1	150202906	150204264	4
chr1	150258842	150259405	1
chr1	150312874	150317023	1
chr1	150381382	150418877	1
chr1	150413399	150416853	1
chr1	150415707	150418877	1
chr1	150464887	150469384	3
chr1	150480608	150480662	1
chr1	150550997	150551318	1
chr1	150597090	150597155	2
chr1	150667132	150668337	1
chr1	150789837	150789909	1
chr1	150795670	150799093	3
chr1	150799019	150802456	1
chr1	150900180	150913904	1
chr1	150919362	150922001	1
chr1	150997087	150998149	1
chr1	151139410	151139890	1
chr1	151158274	151158304	2
chr1	151204180	151221598	1
chr1	151212431	151215043	2
chr1	151264929	151264988	2
chr1	151278783	151280145	1
chr1	151384101	151384872	1
chr1	151395873	151397537	1
chr1	151400299	151403317	4
chr1	151413404	151414681	1
chr1	151509257	151509319	1
chr1	151611364	151611595	4
chr1	151611364	151641111	4
chr1	151630711	151641111	2
chr1	153507678	153507836	1
chr1	153517201	153517249	1
chr1	153636519	153641033	1
chr1	153637696	153641033	2
chr1	153637715	153637787	3
chr1	153640059	153640112	1
chr1	153713127	153713844	1
chr1	153732002	153737539	2
chr1	153735204	153737539	1
chr1	153932033	153932141	1
chr1	153949766	153949882	1
chr1	153954515	153955772	1
chr1	154145384	154145677	1
chr1	154155464	154155655	2
chr1	154197560	154209087	1
chr1	154213989	154221913	1
chr1	154221715	154224129	1
chr1	154223517	154224129	2
chr1	154555587	154555635	1
chr1	154951204	154951304	2
chr1	155224925	155225081	1
chr1	155385535	155385714	1
chr1	155408118	155408859	5
chr1	155408118	155429689	10
chr1	155490891	155491409	3
chr1	155735162	155735278	1
chr1	155823067	155823597	18
chr1	155874102	155874595	2
chr1	155891166	155891709	2
chr1	155891166	155893478	1
chr1	155896467	155896947	1
chr1	155921274	155927673	1
chr1	155984752	155988159	2
chr1	156104239	156104319	1
chr1	156104719	156105016	1
chr1	156220978	156221165	1
chr1	156294763	156304709	2
chr1	156303338	156304709	2
chr1	156524027	156526485	1
chr1	156640998	156641048	1
chr1	156641678	156641776	2
chr1	156713602	156713646	2
chr1	158043597	158047930	1
chr1	159021532	159021660	1
chr1	159838504	159838566	1
chr1	160183239	160183300	3
chr1	160184766	160184835	2
chr1	160188114	160231148	1
chr1	160264318	160264638	1
chr1	160282875	160282931	1
chr1	160318789	160319460	1
chr1	161012139	161012279	1
chr1	161071838	161072165	2
chr1	161334747	161334835	1
chr1	161748034	161772062	2
chr1	161771842	161790951	1
chr1	162473544	162487980	1
chr1	162612981	162625164	1
chr1	162749947	162750032	1
chr1	162750779	162750872	1
chr1	162753160	162753313	1
chr1	162753236	162753482	1
chr1	164595166	164597255	1
chr1	164776779	164790863	2
chr1	165648679	165652347	1
chr1	165859441	165860559	2
chr1	165872441	165875191	1
chr1	167734820	167745403	12
chr1	167734820	167757374	1
chr1	167734820	167772774	1
chr1	167741512	167757374	3
chr1	167921038	167944253	1
chr1	167935867	167944253	3
chr1	167971720	167992285	1
chr1	167988783	168007726	1
chr1	168007609	168014465	3
chr1	168054435	168054567	1
chr1	168200752	168208398	1
chr1	168200752	168201157	1
chr1	168204339	168212307	1
chr1	169767998	169770112	1
chr1	169771762	169777070	1
chr1	169775145	169792613	1
chr1	170688867	170699489	3
chr1	170695361	170699489	2
chr1	170706650	170706718	3
chr1	171492360	171496983	1
chr1	171537386	171556890	1
chr1	171544066	171546776	2
chr1	171553095	171557644	1
chr1	172520652	172526934	6
chr1	172520652	172560211	8
chr1	172525009	172539870	1
chr1	173743444	173744981	1
chr1	173807328	173810111	2
chr1	173827086	173827196	1
chr1	173835666	173835934	1
chr1	173947626	173962273	1
chr1	173961893	173962273	2
chr1	174188263	174190302	2
chr1	174188263	174200493	1
chr1	174241552	174247917	1
chr1	175956079	175958615	2
chr1	175996708	176105683	1
chr1	176050288	176105683	5
chr1	176054912	176118210	1
chr1	176085760	176105683	1
chr1	176104146	176118210	1
chr1	176104146	176133027	1
chr1	176132005	176145143	1
chr1	176132005	176153828	1
chr1	178252699	178269253	1
chr1	178425856	178436556	2
chr1	178433488	178433547	1
chr1	178802559	178813872	1
chr1	179019414	179033631	1
chr1	179033062	179033631	2
chr1	179077075	179078124	1
chr1	179078208	179095807	2
chr1	179078343	179084165	1
chr1	179078343	179100616	1
chr1	179081444	179086651	1
chr1	179084013	179091002	1
chr1	179087722	179089409	1
chr1	179089325	179091002	2
chr1	179095707	179095807	1
chr1	179100446	179100616	1
chr1	179304641	179312770	1
chr1	179337935	179364337	1
chr1	179347772	179364337	1
chr1	179820319	179820354	1
chr1	179972309	179975702	3
chr1	179984984	179991983	1
chr1	179989084	179990144	1
chr1	179989084	179993717	1
chr1	179991861	179991979	1
chr1	180250441	180257652	1
chr1	180366651	180382606	1
chr1	180605210	180610653	1
chr1	180793889	180794480	1
chr1	180953813	180962561	14
chr1	180953813	180974599	1
chr1	180974462	180974515	1
chr1	182352593	182352646	1
chr1	182355561	182356265	3
chr1	182359513	182359611	1
chr1	182841472	182849743	1
chr1	182856246	182856426	4
chr1	183077411	183079789	3
chr1	183083666	183084772	3
chr1	183102541	183104291	2
chr1	183113272	183113558	1
chr1	183494741	183494915	1
chr1	183498027	183520325	2
chr1	183604672	183604755	1
chr1	184701971	184706845	1
chr1	184853767	184868442	2
chr1	185094076	185097604	1
chr1	186359843	186360923	2
chr1	186375215	186388209	1
chr1	188117318	188117468	2
chr1	192990227	192998787	2
chr1	192997215	192998439	1
chr1	193038164	193046180	1
chr1	193044950	193046180	2
chr1	193065778	193070334	2
chr1	193202123	193205486	1
chr1	196694251	196697652	1
chr1	197072187	197072248	1
chr1	197094159	197104372	1
chr1	197611841	197627499	1
chr1	197896803	197896875	1
chr1	198190129	198222310	1
chr1	198190129	198233365	1
chr1	198201683	198233365	3
chr1	198222170	198233365	1
chr1	198247091	198266370	5
chr1	200550329	200567549	3
chr1	200550329	200562897	1
chr1	200550329	200561368	1
chr1	200558345	200559400	1
chr1	200558345	200562897	1
chr1	200561208	200567549	2
chr1	200583446	200584737	1
chr1	200587363	200587556	1
chr1	200729967	200784772	6
chr1	200729967	200801973	1
chr1	201454411	201459472	1
chr1	201459304	201459422	2
chr1	201804082	201817722	2
chr1	201816407	201817722	3
chr1	201821232	201826322	1
chr1	201821232	201827681	1
chr1	201821232	201840455	1
chr1	201823723	201828122	1
chr1	201826224	201828122	1
chr1	202385915	202391866	1
chr1	202715270	202719906	1
chr1	202742246	202746222	2
chr1	202743741	202746222	2
chr1	202912886	202915738	1
chr1	202917432	202923435	1
chr1	203651870	203652526	1
chr1	203668588	203677232	2
chr1	203669926	203670051	1
chr1	203672780	203691817	2
chr1	203676137	203677232	6
chr1	203680005	203683405	1
chr1	203681835	203682546	1
chr1	203682293	203696699	1
chr1	203786054	203787817	2
chr1	203807151	203807192	1
chr1	204082043	204086835	2
chr1	204082043	204083733	2
chr1	204083449	204083733	1
chr1	205072985	205074296	5
chr1	205130386	205133083	2
chr1	205156546	205156902	1
chr1	205238078	205239012	1
chr1	205585606	205588201	1
chr1	205585606	205593019	17
chr1	205689629	205698749	2
chr1	205693054	205698749	2
chr1	205740600	205742352	2
chr1	205758844	205758885	2
chr1	206511415	206516362	4
chr1	206603512	206613431	1
chr1	206770450	206773662	1
chr1	206772357	206773662	2
chr1	207989274	207990759	3
chr1	208383625	208391347	1
chr1	209789816	209789870	1
chr1	210186978	210194599	1
chr1	211092982	211093411	1
chr1	211092982	211192598	1
chr1	211256122	211280719	1
chr1	211444574	211449760	1
chr1	211469018	211477482	1
chr1	211564958	211570173	1
chr1	211952260	211961069	2
chr1	212148508	212156152	1
chr1	212179981	212194554	1
chr1	212216335	212220759	1
chr1	212218002	212220759	5
chr1	212236226	212238371	1
chr1	212860415	212860475	2
chr1	212911844	212911913	2
chr1	213046020	213046160	1
chr1	213046020	213056780	1
chr1	213251038	213290752	3
chr1	213251038	213303232	1
chr1	213251038	213349835	1
chr1	213277796	213290752	1
chr1	213290659	213303232	4
chr1	213302870	213349835	5
chr1	213302870	213378732	1
chr1	213341201	213349835	1
chr1	214537855	214551445	1
chr1	214625148	214638300	1
chr1	214787057	214795624	1
chr1	214787057	214805945	3
chr1	214788175	214795624	1
chr1	214813766	214813883	1
chr1	214819967	214837347	1
chr1	215342542	215345526	2
chr1	215342542	215368435	2
chr1	215409448	215409518	2
chr1	215747129	215753342	1
chr1	215749244	215752480	4
chr1	217783663	217787544	1
chr1	218468333	218468424	1
chr1	220174480	220180680	1
chr1	220179448	220180680	1
chr1	220205729	220208355	1
chr1	220300092	220307852	1
chr1	220315261	220316372	1
chr1	220386229	220387321	1
chr1	221060234	221060283	1
chr1	222897434	222898897	1
chr1	222897434	222908109	1
chr1	222897451	222897506	1
chr1	223934699	223959941	1
chr1	223943264	223947045	1
chr1	223946972	223959941	2
chr1	223952725	223954133	1
chr1	223954069	223959941	2
chr1	223976710	223984292	1
chr1	223985917	223992050	1
chr1	223991876	223994649	5
chr1	224491425	224492868	1
chr1	224492438	224492868	1
chr1	224589706	224612356	2
chr1	224592132	224612356	2
chr1	225140372	225161855	6
chr1	225140372	225195246	3
chr1	225140372	225211567	1
chr1	225190485	225284941	1
chr1	225339707	225446955	1
chr1	225977849	225977923	1
chr1	227149078	227153438	2
chr1	227192695	227204751	1
chr1	227192695	227223308	2
chr1	227210964	227213853	1
chr1	227213756	227223308	1
chr1	227216358	227223308	1
chr1	227227832	227235711	1
chr1	227300013	227316932	1
chr1	227300013	227300089	2
chr1	227307505	227335260	1
chr1	227316810	227335260	1
chr1	227327277	227335260	7
chr1	227330646	227335260	1
chr1	227381487	227400920	1
chr1	227946696	227954784	1
chr1	228285773	228285861	1
chr1	228287442	228287551	1
chr1	228333741	228334625	1
chr1	228475177	228475265	2
chr1	229586272	229601266	1
chr1	229593908	229599423	1
chr1	229606327	229606551	1
chr1	229619801	229623360	1
chr1	229661683	229667478	1
